"MonitoringLocationIdentifier","ActivityStartDate","HydrologicEvent","CharacteristicName","meanresult"
"21NC03WQ-J1330000",2016-07-12,"","Temperature, water",895
"21NC03WQ-J1330000",2016-07-12,"","Total suspended solids",1
"21NC03WQ-J1330000",2016-07-12,"","Turbidity",1894
"21NC03WQ-J1330000",2016-08-11,"","Inorganic nitrogen (nitrate and nitrite)",374
"21NC03WQ-J1330000",2016-08-11,"","Phosphorus",76
"21NC03WQ-J1330000",2016-08-11,"","Temperature, water",909
"21NC03WQ-J1330000",2016-08-11,"","Turbidity",1061
"21NC03WQ-J1330000",2016-09-08,"","Inorganic nitrogen (nitrate and nitrite)",706
"21NC03WQ-J1330000",2016-09-08,"","Phosphorus",128
"21NC03WQ-J1330000",2016-09-08,"","Temperature, water",897
"21NC03WQ-J1330000",2016-09-08,"","Turbidity",758
"21NC03WQ-J1330000",2016-10-11,"","Inorganic nitrogen (nitrate and nitrite)",690
"21NC03WQ-J1330000",2016-10-11,"","Phosphorus",144
"21NC03WQ-J1330000",2016-10-11,"","Temperature, water",579
"21NC03WQ-J1330000",2016-10-11,"","Total suspended solids",1
"21NC03WQ-J1330000",2016-10-11,"","Turbidity",524
"21NC03WQ-J1330000",2016-11-08,"","Inorganic nitrogen (nitrate and nitrite)",326
"21NC03WQ-J1330000",2016-11-08,"","Phosphorus",76
"21NC03WQ-J1330000",2016-11-08,"","Temperature, water",552
"21NC03WQ-J1330000",2016-11-08,"","Turbidity",345
"21NC03WQ-J1330000",2016-12-14,"","Inorganic nitrogen (nitrate and nitrite)",383
"21NC03WQ-J1330000",2016-12-14,"","Phosphorus",91
"21NC03WQ-J1330000",2016-12-14,"","Temperature, water",505
"21NC03WQ-J1330000",2016-12-14,"","Turbidity",355
"21NC03WQ-J1330000",2017-01-25,"","Inorganic nitrogen (nitrate and nitrite)",365
"21NC03WQ-J1330000",2017-01-25,"","Phosphorus",211
"21NC03WQ-J1330000",2017-01-25,"","Temperature, water",480
"21NC03WQ-J1330000",2017-01-25,"","Total suspended solids",1591
"21NC03WQ-J1330000",2017-01-25,"","Turbidity",548
"21NC03WQ-J1330000",2017-02-13,"","Inorganic nitrogen (nitrate and nitrite)",147
"21NC03WQ-J1330000",2017-02-13,"","Phosphorus",59
"21NC03WQ-J1330000",2017-02-13,"","Temperature, water",486
"21NC03WQ-J1330000",2017-02-13,"","Turbidity",1033
"21NC03WQ-J1330000",2017-03-07,"","Inorganic nitrogen (nitrate and nitrite)",297
"21NC03WQ-J1330000",2017-03-07,"","Phosphorus",67
"21NC03WQ-J1330000",2017-03-07,"","Temperature, water",549
"21NC03WQ-J1330000",2017-03-07,"","Turbidity",1894
"21NC03WQ-J1330000",2017-04-19,"","Inorganic nitrogen (nitrate and nitrite)",153
"21NC03WQ-J1330000",2017-04-19,"","Phosphorus",107
"21NC03WQ-J1330000",2017-04-19,"","Temperature, water",620
"21NC03WQ-J1330000",2017-04-19,"","Total suspended solids",1
"21NC03WQ-J1330000",2017-04-19,"","Turbidity",697
"21NC03WQ-J1330000",2017-05-30,"","Inorganic nitrogen (nitrate and nitrite)",715
"21NC03WQ-J1330000",2017-05-30,"","Phosphorus",82
"21NC03WQ-J1330000",2017-05-30,"","Temperature, water",829
"21NC03WQ-J1330000",2017-05-30,"","Turbidity",478
"21NC03WQ-J1330000",2017-06-28,"","Inorganic nitrogen (nitrate and nitrite)",316
"21NC03WQ-J1330000",2017-06-28,"","Phosphorus",82
"21NC03WQ-J1330000",2017-06-28,"","Turbidity",1257
"21NC03WQ-J1330000",2017-07-31,"","Inorganic nitrogen (nitrate and nitrite)",250
"21NC03WQ-J1330000",2017-07-31,"","Phosphorus",107
"21NC03WQ-J1330000",2017-07-31,"","Temperature, water",827
"21NC03WQ-J1330000",2017-07-31,"","Total suspended solids",1
"21NC03WQ-J1330000",2017-07-31,"","Turbidity",988
"21NC03WQ-J1330000",2017-08-31,"","Inorganic nitrogen (nitrate and nitrite)",345
"21NC03WQ-J1330000",2017-08-31,"","Phosphorus",107
"21NC03WQ-J1330000",2017-08-31,"","Temperature, water",869
"21NC03WQ-J1330000",2017-08-31,"","Turbidity",1220
"21NC03WQ-J1330000",2017-09-28,"","Inorganic nitrogen (nitrate and nitrite)",306
"21NC03WQ-J1330000",2017-09-28,"","Phosphorus",99
"21NC03WQ-J1330000",2017-09-28,"","Temperature, water",851
"21NC03WQ-J1330000",2017-09-28,"","Turbidity",306
"21NC03WQ-J1330000",2017-10-26,"","Inorganic nitrogen (nitrate and nitrite)",316
"21NC03WQ-J1330000",2017-10-26,"","Phosphorus",76
"21NC03WQ-J1330000",2017-10-26,"","Temperature, water",579
"21NC03WQ-J1330000",2017-10-26,"","Total suspended solids",1
"21NC03WQ-J1330000",2017-10-26,"","Turbidity",1455
"21NC03WQ-J1330000",2017-11-21,"","Inorganic nitrogen (nitrate and nitrite)",253
"21NC03WQ-J1330000",2017-11-21,"","Phosphorus",52
"21NC03WQ-J1330000",2017-11-21,"","Temperature, water",505
"21NC03WQ-J1330000",2017-11-21,"","Turbidity",326
"21NC03WQ-J1330000",2017-12-13,"","Inorganic nitrogen (nitrate and nitrite)",715
"21NC03WQ-J1330000",2017-12-13,"","Phosphorus",52
"21NC03WQ-J1330000",2017-12-13,"","Temperature, water",2002
"21NC03WQ-J1330000",2017-12-13,"","Turbidity",690
"21NC03WQ-J1330000",2018-01-25,"","Inorganic nitrogen (nitrate and nitrite)",1061
"21NC03WQ-J1330000",2018-01-25,"","Phosphorus",91
"21NC03WQ-J1330000",2018-01-25,"","Total suspended solids",1
"21NC03WQ-J1330000",2018-01-25,"","Turbidity",443
"21NC03WQ-J1330000",2018-02-15,"","Inorganic nitrogen (nitrate and nitrite)",237
"21NC03WQ-J1330000",2018-02-15,"","Phosphorus",52
"21NC03WQ-J1330000",2018-02-15,"","Turbidity",1247
"21NC03WQ-J1330000",2018-02-20,"","Temperature, water",2026
"21NC03WQ-J1330000",2018-03-19,"","Inorganic nitrogen (nitrate and nitrite)",99
"21NC03WQ-J1330000",2018-03-19,"","Phosphorus",42
"21NC03WQ-J1330000",2018-03-19,"","Temperature, water",533
"21NC03WQ-J1330000",2018-03-19,"","Turbidity",748
"21NC03WQ-J1330000",2018-04-18,"","Temperature, water",573
"21NC03WQ-J1330000",2018-06-04,"","Inorganic nitrogen (nitrate and nitrite)",261
"21NC03WQ-J1330000",2018-06-04,"","Phosphorus",67
"21NC03WQ-J1330000",2018-06-04,"","Temperature, water",890
"21NC03WQ-J1330000",2018-06-04,"","Turbidity",1907
"21NC03WQ-J1330000",2018-06-27,"","Inorganic nitrogen (nitrate and nitrite)",393
"21NC03WQ-J1330000",2018-06-27,"","Phosphorus",91
"21NC03WQ-J1330000",2018-06-27,"","Temperature, water",867
"21NC03WQ-J1330000",2018-06-27,"","Turbidity",844
"21NC03WQ-J1330000",2018-07-26,"","Inorganic nitrogen (nitrate and nitrite)",715
"21NC03WQ-J1330000",2018-07-26,"","Phosphorus",91
"21NC03WQ-J1330000",2018-07-26,"","Temperature, water",930
"21NC03WQ-J1330000",2018-07-26,"","Total suspended solids",646
"21NC03WQ-J1330000",2018-07-26,"","Turbidity",1129
"21NC03WQ-J1330000",2018-08-16,"","Inorganic nitrogen (nitrate and nitrite)",979
"21NC03WQ-J1330000",2018-08-16,"","Phosphorus",76
"21NC03WQ-J1330000",2018-08-16,"","Temperature, water",929
"21NC03WQ-J1330000",2018-08-16,"","Turbidity",1228
"21NC03WQ-J1330000",2018-10-25,"","Inorganic nitrogen (nitrate and nitrite)",345
"21NC03WQ-J1330000",2018-10-25,"","Phosphorus",59
"21NC03WQ-J1330000",2018-10-25,"","Temperature, water",532
"21NC03WQ-J1330000",2018-10-25,"","Total suspended solids",1
"21NC03WQ-J1330000",2018-10-25,"","Turbidity",1024
"21NC03WQ-J1330000",2018-11-19,"","Inorganic nitrogen (nitrate and nitrite)",316
"21NC03WQ-J1330000",2018-11-19,"","Phosphorus",59
"21NC03WQ-J1330000",2018-11-19,"","Temperature, water",505
"21NC03WQ-J1330000",2018-11-19,"","Turbidity",1894
"21NC03WQ-J1330000",2018-12-17,"","Inorganic nitrogen (nitrate and nitrite)",326
"21NC03WQ-J1330000",2018-12-17,"","Phosphorus",59
"21NC03WQ-J1330000",2018-12-17,"","Temperature, water",449
"21NC03WQ-J1330000",2018-12-17,"","Turbidity",502
"USGS-0208675009",2016-10-08,"Storm","Inorganic nitrogen (nitrate and nitrite)",178
"USGS-0208675009",2016-10-08,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",340.5
"USGS-0208675009",2016-10-08,"Storm","Phosphorus",175
"USGS-0208675009",2016-10-08,"Storm","Temperature, water",779.5
"USGS-0208675009",2016-10-08,"Storm","Turbidity",1270
"USGS-0208675009",2016-12-06,"Storm","Inorganic nitrogen (nitrate and nitrite)",135
"USGS-0208675009",2016-12-06,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",259
"USGS-0208675009",2016-12-06,"Storm","Phosphorus",90
"USGS-0208675009",2016-12-06,"Storm","Temperature, water",409
"USGS-0208675009",2016-12-06,"Storm","Turbidity",778
"USGS-0208675009",2017-01-02,"Routine sample","Inorganic nitrogen (nitrate and nitrite)",179
"USGS-0208675009",2017-01-02,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",316
"USGS-0208675009",2017-01-02,"Routine sample","Phosphorus",154
"USGS-0208675009",2017-01-23,"Storm","Inorganic nitrogen (nitrate and nitrite)",163
"USGS-0208675009",2017-01-23,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",374
"USGS-0208675009",2017-01-23,"Storm","Phosphorus",201
"USGS-0208675009",2017-01-23,"Storm","Turbidity",603
"USGS-0208675009",2017-02-09,"Storm","Inorganic nitrogen (nitrate and nitrite)",150
"USGS-0208675009",2017-02-09,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",300
"USGS-0208675009",2017-02-09,"Storm","Phosphorus",134
"USGS-0208675009",2017-02-09,"Storm","Turbidity",1955
"USGS-0208675009",2017-03-01,"Storm","Inorganic nitrogen (nitrate and nitrite)",179
"USGS-0208675009",2017-03-01,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",706
"USGS-0208675009",2017-03-01,"Storm","Phosphorus",236
"USGS-0208675009",2017-03-01,"Storm","Turbidity",853
"USGS-0208675009",2017-03-14,"Storm","Inorganic nitrogen (nitrate and nitrite)",179
"USGS-0208675009",2017-03-14,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",306
"USGS-0208675009",2017-03-14,"Storm","Phosphorus",132
"USGS-0208675009",2017-03-14,"Storm","Turbidity",1536
"USGS-0208675009",2017-04-25,"Storm","Inorganic nitrogen (nitrate and nitrite)",169
"USGS-0208675009",2017-04-25,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",326
"USGS-0208675009",2017-04-25,"Storm","Phosphorus",174
"USGS-0208675009",2017-04-25,"Storm","Turbidity",419
"USGS-0208675009",2017-05-05,"Storm","Inorganic nitrogen (nitrate and nitrite)",147
"USGS-0208675009",2017-05-05,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",706
"USGS-0208675009",2017-05-05,"Storm","Phosphorus",275
"USGS-0208675009",2017-05-05,"Storm","Turbidity",1384
"USGS-0208675009",2017-05-24,"Storm","Inorganic nitrogen (nitrate and nitrite)",150
"USGS-0208675009",2017-05-24,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",316
"USGS-0208675009",2017-05-24,"Storm","Phosphorus",155
"USGS-0208675009",2017-05-24,"Storm","Turbidity",1947
"USGS-0208675009",2017-05-25,"Storm","Inorganic nitrogen (nitrate and nitrite)",147
"USGS-0208675009",2017-05-25,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",345
"USGS-0208675009",2017-05-25,"Storm","Phosphorus",215
"USGS-0208675009",2017-05-25,"Storm","Turbidity",675
"USGS-0208675009",2017-06-05,"Storm","Inorganic nitrogen (nitrate and nitrite)",128
"USGS-0208675009",2017-06-05,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",326
"USGS-0208675009",2017-06-05,"Storm","Phosphorus",172
"USGS-0208675009",2017-06-05,"Storm","Turbidity",557
"USGS-0208675009",2017-06-17,"Storm","Inorganic nitrogen (nitrate and nitrite)",139
"USGS-0208675009",2017-06-17,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",383
"USGS-0208675009",2017-06-17,"Storm","Phosphorus",224
"USGS-0208675009",2017-06-17,"Storm","Turbidity",953
"USGS-0208675009",2017-06-20,"Storm","Inorganic nitrogen (nitrate and nitrite)",150
"USGS-0208675009",2017-06-20,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",336
"USGS-0208675009",2017-06-20,"Storm","Phosphorus",166
"USGS-0208675009",2017-06-20,"Storm","Turbidity",488
"USGS-0208675009",2017-06-26,"Routine sample","Inorganic nitrogen (nitrate and nitrite)",153
"USGS-0208675009",2017-06-26,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",278
"USGS-0208675009",2017-06-26,"Routine sample","Phosphorus",83
"USGS-0208675009",2017-06-26,"Routine sample","Turbidity",1711
"USGS-0208675009",2017-07-08,"Storm","Inorganic nitrogen (nitrate and nitrite)",185
"USGS-0208675009",2017-07-08,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",326
"USGS-0208675009",2017-07-08,"Storm","Phosphorus",141
"USGS-0208675009",2017-07-08,"Storm","Turbidity",1678
"USGS-0208675009",2017-08-13,"Storm","Inorganic nitrogen (nitrate and nitrite)",159
"USGS-0208675009",2017-08-13,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",345
"USGS-0208675009",2017-08-13,"Storm","Phosphorus",169
"USGS-0208675009",2017-08-13,"Storm","Turbidity",809
"USGS-0208675009",2017-09-01,"Storm","Inorganic nitrogen (nitrate and nitrite)",179
"USGS-0208675009",2017-09-01,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",383
"USGS-0208675009",2017-09-01,"Storm","Phosphorus",219
"USGS-0208675009",2017-09-01,"Storm","Turbidity",918
"USGS-0208675009",2017-10-11,"Storm","Inorganic nitrogen (nitrate and nitrite)",192
"USGS-0208675009",2017-10-11,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",336
"USGS-0208675009",2017-10-11,"Storm","Phosphorus",158
"USGS-0208675009",2017-10-11,"Storm","Turbidity",1536
"USGS-0208675009",2017-10-23,"Storm","Inorganic nitrogen (nitrate and nitrite)",147
"USGS-0208675009",2017-10-23,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",715
"USGS-0208675009",2017-10-23,"Storm","Phosphorus",244
"USGS-0208675009",2017-10-23,"Storm","Turbidity",1161
"USGS-0208675009",2017-11-13,"Storm","Inorganic nitrogen (nitrate and nitrite)",144
"USGS-0208675009",2017-11-13,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",336
"USGS-0208675009",2017-11-13,"Storm","Phosphorus",201
"USGS-0208675009",2017-11-13,"Storm","Turbidity",603
"USGS-0208675009",2017-12-08,"Storm","Inorganic nitrogen (nitrate and nitrite)",157
"USGS-0208675009",2017-12-08,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",316
"USGS-0208675009",2017-12-08,"Storm","Phosphorus",171
"USGS-0208675009",2017-12-08,"Storm","Turbidity",459
"USGS-0208675009",2017-12-21,"Routine sample","Inorganic nitrogen (nitrate and nitrite)",22
"USGS-0208675009",2017-12-21,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",229
"USGS-0208675009",2017-12-21,"Routine sample","Phosphorus",83
"USGS-0208675009",2017-12-21,"Routine sample","Turbidity",571
"USGS-0208675009",2018-01-12,"Storm","Inorganic nitrogen (nitrate and nitrite)",157
"USGS-0208675009",2018-01-12,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",336
"USGS-0208675009",2018-01-12,"Storm","Phosphorus",164
"USGS-0208675009",2018-01-12,"Storm","Turbidity",809
"USGS-0208675010",2011-07-20,"Routine sample","Inorganic nitrogen (nitrate and nitrite)",32
"USGS-0208675010",2011-07-20,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",200
"USGS-0208675010",2011-07-20,"Routine sample","Phosphorus",41
"USGS-0208675010",2011-07-20,"Routine sample","Temperature, water",934
"USGS-0208675010",2011-09-02,"Routine sample","Inorganic nitrogen (nitrate and nitrite)",42
"USGS-0208675010",2011-09-02,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",220
"USGS-0208675010",2011-09-02,"Routine sample","Phosphorus",55
"USGS-0208675010",2011-09-02,"Routine sample","Temperature, water",896
"USGS-0208675010",2011-09-28,"Routine sample","Inorganic nitrogen (nitrate and nitrite)",165
"USGS-0208675010",2011-09-28,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",280
"USGS-0208675010",2011-09-28,"Routine sample","Phosphorus",112
"USGS-0208675010",2011-09-28,"Routine sample","Temperature, water",850
"USGS-0208675010",2011-09-28,"Routine sample","Turbidity",844
"USGS-0208675010",2011-10-26,"Routine sample","Inorganic nitrogen (nitrate and nitrite)",1
"USGS-0208675010",2011-10-26,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",1
"USGS-0208675010",2011-10-26,"Routine sample","Phosphorus",48
"USGS-0208675010",2011-10-26,"Routine sample","Temperature, water",526
"USGS-0208675010",2011-10-26,"Routine sample","Turbidity",1241
"USGS-0208675010",2011-11-28,"Routine sample","Inorganic nitrogen (nitrate and nitrite)",1
"USGS-0208675010",2011-11-28,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",1
"USGS-0208675010",2011-11-28,"Routine sample","Phosphorus",56
"USGS-0208675010",2011-11-28,"Routine sample","Temperature, water",508
"USGS-0208675010",2011-11-28,"Routine sample","Turbidity",1214
"USGS-0208675010",2011-12-29,"Routine sample","Inorganic nitrogen (nitrate and nitrite)",159
"USGS-0208675010",2011-12-29,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",272
"USGS-0208675010",2011-12-29,"Routine sample","Phosphorus",83
"USGS-0208675010",2011-12-29,"Routine sample","Temperature, water",1718
"USGS-0208675010",2011-12-29,"Routine sample","Turbidity",478
"USGS-0208675010",2012-01-30,"Routine sample","Inorganic nitrogen (nitrate and nitrite)",122
"USGS-0208675010",2012-01-30,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",240
"USGS-0208675010",2012-01-30,"Routine sample","Phosphorus",58
"USGS-0208675010",2012-01-30,"Routine sample","Temperature, water",1746
"USGS-0208675010",2012-01-30,"Routine sample","Turbidity",571
"USGS-0208675010",2012-02-23,"Routine sample","Inorganic nitrogen (nitrate and nitrite)",160
"USGS-0208675010",2012-02-23,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",280
"USGS-0208675010",2012-02-23,"Routine sample","Phosphorus",69
"USGS-0208675010",2012-02-23,"Routine sample","Temperature, water",416
"USGS-0208675010",2012-02-23,"Routine sample","Turbidity",1070
"USGS-0208675010",2012-03-30,"Routine sample","Inorganic nitrogen (nitrate and nitrite)",63
"USGS-0208675010",2012-03-30,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",251
"USGS-0208675010",2012-03-30,"Routine sample","Phosphorus",60
"USGS-0208675010",2012-03-30,"Routine sample","Temperature, water",599
"USGS-0208675010",2012-03-30,"Routine sample","Turbidity",1423
"USGS-0208675010",2012-04-25,"Routine sample","Inorganic nitrogen (nitrate and nitrite)",152
"USGS-0208675010",2012-04-25,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",278
"USGS-0208675010",2012-04-25,"Routine sample","Phosphorus",72
"USGS-0208675010",2012-04-25,"Routine sample","Temperature, water",527
"USGS-0208675010",2012-04-25,"Routine sample","Turbidity",1601
"USGS-0208675010",2012-05-30,"Routine sample","Inorganic nitrogen (nitrate and nitrite)",121
"USGS-0208675010",2012-05-30,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",257
"USGS-0208675010",2012-05-30,"Routine sample","Phosphorus",87
"USGS-0208675010",2012-05-30,"Routine sample","Temperature, water",873
"USGS-0208675010",2012-05-30,"Routine sample","Turbidity",1570
"USGS-0208675010",2012-06-29,"Routine sample","Inorganic nitrogen (nitrate and nitrite)",1
"USGS-0208675010",2012-06-29,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",1
"USGS-0208675010",2012-06-29,"Routine sample","Phosphorus",70
"USGS-0208675010",2012-06-29,"Routine sample","Temperature, water",965
"USGS-02086770",2001-06-13,"Routine sample","Temperature, water",866
"USGS-0208682450",1993-05-20,"Routine sample","Temperature, water",782
"USGS-0208682450",1993-05-26,"Storm","Temperature, water",805
"USGS-0208682450",1994-03-29,"Storm","Temperature, water",507
"USGS-0208682450",2016-07-12,"Routine sample","Inorganic nitrogen (nitrate and nitrite)",206
"USGS-0208682450",2016-07-12,"Routine sample","Nitrate",280
"USGS-0208682450",2016-07-12,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",308
"USGS-0208682450",2016-07-12,"Routine sample","Phosphorus",95
"USGS-0208682450",2016-07-12,"Routine sample","Temperature, water",870
"USGS-02086833",2016-07-12,"Routine sample","Inorganic nitrogen (nitrate and nitrite)",323
"USGS-02086833",2016-07-12,"Routine sample","Nitrate",873
"USGS-02086833",2016-07-12,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",376
"USGS-02086833",2016-07-12,"Routine sample","Phosphorus",88
"USGS-02086833",2016-07-12,"Routine sample","Temperature, water",874
"USGS-02086833",2018-03-27,"Routine sample","Inorganic nitrogen (nitrate and nitrite)",747
"USGS-02086833",2018-03-27,"Routine sample","Nitrate",602
"USGS-02086833",2018-03-27,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",998
"USGS-02086833",2018-03-27,"Routine sample","Temperature, water",503
"USGS-02086835",2016-07-12,"Routine sample","Inorganic nitrogen (nitrate and nitrite)",346
"USGS-02086835",2016-07-12,"Routine sample","Nitrate",958.5
"USGS-02086835",2016-07-12,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",693
"USGS-02086835",2016-07-12,"Routine sample","Phosphorus",74
"USGS-02086835",2016-07-12,"Routine sample","Temperature, water",891
"USGS-02086837",2016-07-12,"Routine sample","Inorganic nitrogen (nitrate and nitrite)",339
"USGS-02086837",2016-07-12,"Routine sample","Nitrate",897.5
"USGS-02086837",2016-07-12,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",395
"USGS-02086837",2016-07-12,"Routine sample","Phosphorus",80
"USGS-02086837",2016-07-12,"Routine sample","Temperature, water",895
"USGS-02086837",2018-03-27,"Routine sample","Inorganic nitrogen (nitrate and nitrite)",712
"USGS-02086837",2018-03-27,"Routine sample","Nitrate",556
"USGS-02086837",2018-03-27,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",757
"USGS-02086837",2018-03-27,"Routine sample","Temperature, water",481
"USGS-02086839",2016-07-12,"Routine sample","Inorganic nitrogen (nitrate and nitrite)",327
"USGS-02086839",2016-07-12,"Routine sample","Nitrate",880.5
"USGS-02086839",2016-07-12,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",385
"USGS-02086839",2016-07-12,"Routine sample","Phosphorus",72
"USGS-02086839",2016-07-12,"Routine sample","Temperature, water",910
"USGS-02086841",2016-07-12,"Routine sample","Inorganic nitrogen (nitrate and nitrite)",324
"USGS-02086841",2016-07-12,"Routine sample","Nitrate",877.5
"USGS-02086841",2016-07-12,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",387
"USGS-02086841",2016-07-12,"Routine sample","Phosphorus",65
"USGS-02086841",2016-07-12,"Routine sample","Temperature, water",930
"USGS-02086843",2016-07-12,"Routine sample","Inorganic nitrogen (nitrate and nitrite)",328
"USGS-02086843",2016-07-12,"Routine sample","Nitrate",883.5
"USGS-02086843",2016-07-12,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",381
"USGS-02086843",2016-07-12,"Routine sample","Phosphorus",76
"USGS-02086843",2016-07-12,"Routine sample","Temperature, water",917
"USGS-02086845",2016-07-12,"Routine sample","Inorganic nitrogen (nitrate and nitrite)",327
"USGS-02086845",2016-07-12,"Routine sample","Nitrate",880.5
"USGS-02086845",2016-07-12,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",382
"USGS-02086845",2016-07-12,"Routine sample","Phosphorus",77
"USGS-02086845",2016-07-12,"Routine sample","Temperature, water",929
"USGS-02086849",1982-11-17,"Routine sample","Inorganic nitrogen (nitrate and nitrite)",245.5
"USGS-02086849",1982-11-17,"Routine sample","Nitrate",232
"USGS-02086849",1982-11-17,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",752
"USGS-02086849",1982-11-17,"Routine sample","Phosphorus",1130.33333333333
"USGS-02086849",1982-11-17,"Routine sample","Temperature, water",2007
"USGS-02086849",1982-12-16,"Routine sample","Inorganic nitrogen (nitrate and nitrite)",253.5
"USGS-02086849",1982-12-16,"Routine sample","Nitrate",237
"USGS-02086849",1982-12-16,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",711.857142857143
"USGS-02086849",1982-12-16,"Routine sample","Phosphorus",339.142857142857
"USGS-02086849",1982-12-16,"Routine sample","Temperature, water",478
"USGS-02086849",1983-02-22,"Routine sample","Inorganic nitrogen (nitrate and nitrite)",251
"USGS-02086849",1983-02-22,"Routine sample","Nitrate",237
"USGS-02086849",1983-02-22,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",1069.5
"USGS-02086849",1983-02-22,"Routine sample","Phosphorus",1040.5
"USGS-02086849",1983-02-22,"Routine sample","Temperature, water",1901
"USGS-02086849",1983-03-18,"Routine sample","Inorganic nitrogen (nitrate and nitrite)",199.666666666667
"USGS-02086849",1983-03-18,"Routine sample","Nitrate",193.5
"USGS-02086849",1983-03-18,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",865.2
"USGS-02086849",1983-03-18,"Routine sample","Phosphorus",184.4
"USGS-02086849",1983-03-18,"Routine sample","Temperature, water",456
"USGS-02086849",1983-05-09,"Routine sample","Inorganic nitrogen (nitrate and nitrite)",987.5
"USGS-02086849",1983-05-09,"Routine sample","Nitrate",697
"USGS-02086849",1983-05-09,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",996.666666666667
"USGS-02086849",1983-05-09,"Routine sample","Phosphorus",1040.66666666667
"USGS-02086849",1983-05-09,"Routine sample","Temperature, water",575
"USGS-02086849",1983-08-01,"Routine sample","Inorganic nitrogen (nitrate and nitrite)",619
