"agency","site_no","Date","HydrologicEvent","CharacteristicName","SampleFraction","Units","value","month"
"USGS","02086849",1983-09-07,"Routine sample","Nitrate","Total","mg/l as N",10.7,"Sep"
"USGS","02086849",1983-09-07,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Dissolved","mg/l",14,"Sep"
"USGS","02086849",1983-09-07,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",17,"Sep"
"USGS","02086849",1983-09-07,"Routine sample","Phosphorus","Dissolved","mg/l as P",6,"Sep"
"USGS","02086849",1983-09-07,"Routine sample","Phosphorus","Total","mg/l as P",6.2,"Sep"
"USGS","02086849",1983-09-07,"Routine sample","Temperature, water",NA,"deg C",26,"Sep"
"USGS","02086849",1983-09-26,"Routine sample","Nitrate","Total","mg/l as N",18.8,"Sep"
"USGS","02086849",1983-09-26,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",23,"Sep"
"USGS","02086849",1983-09-26,"Routine sample","Phosphorus","Total","mg/l as P",6,"Sep"
"USGS","02086849",1983-09-26,"Routine sample","Temperature, water",NA,"deg C",17,"Sep"
"USGS","02086849",1983-10-24,"Routine sample","Nitrate","Total","mg/l as N",1.65,"Oct"
"USGS","02086849",1983-10-24,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",3.4,"Oct"
"USGS","02086849",1983-10-24,"Routine sample","Phosphorus","Total","mg/l as P",0.53,"Oct"
"USGS","02086849",1983-10-24,"Routine sample","Temperature, water",NA,"deg C",17.5,"Oct"
"USGS","02086849",1983-11-29,"Routine sample","Nitrate","Total","mg/l as N",4.52,"Nov"
"USGS","02086849",1983-11-29,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",13,"Nov"
"USGS","02086849",1983-11-29,"Routine sample","Phosphorus","Total","mg/l as P",3.3,"Nov"
"USGS","02086849",1983-11-29,"Routine sample","Temperature, water",NA,"deg C",14.5,"Nov"
"USGS","02086849",1983-12-06,"Flood","Nitrate","Total","mg/l as N",0.51,"Dec"
"USGS","02086849",1983-12-06,"Flood","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Dissolved","mg/l",1.3,"Dec"
"USGS","02086849",1983-12-06,"Flood","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",2.1,"Dec"
"USGS","02086849",1983-12-06,"Flood","Phosphorus","Dissolved","mg/l as P",0.13,"Dec"
"USGS","02086849",1983-12-06,"Flood","Phosphorus","Total","mg/l as P",0.31,"Dec"
"USGS","02086849",1983-12-06,"Flood","Temperature, water",NA,"deg C",12,"Dec"
"USGS","02086849",1984-01-24,"Routine sample","Nitrate","Total","mg/l as N",0.54,"Jan"
"USGS","02086849",1984-01-24,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",14,"Jan"
"USGS","02086849",1984-01-24,"Routine sample","Phosphorus","Total","mg/l as P",2.5,"Jan"
"USGS","02086849",1984-01-24,"Routine sample","Temperature, water",NA,"deg C",6.5,"Jan"
"USGS","02086849",1984-02-23,"Flood","Nitrate","Total","mg/l as N",0.27,"Feb"
"USGS","02086849",1984-02-23,"Flood","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Dissolved","mg/l",1,"Feb"
"USGS","02086849",1984-02-23,"Flood","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",2.1,"Feb"
"USGS","02086849",1984-02-23,"Flood","Phosphorus","Dissolved","mg/l as P",0.06,"Feb"
"USGS","02086849",1984-02-23,"Flood","Phosphorus","Total","mg/l as P",0.14,"Feb"
"USGS","02086849",1984-02-23,"Flood","Temperature, water",NA,"deg C",9.5,"Feb"
"USGS","02086849",1984-03-14,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",4,"Mar"
"USGS","02086849",1984-03-14,"Routine sample","Phosphorus","Total","mg/l as P",0.76,"Mar"
"USGS","02086849",1984-03-14,"Routine sample","Temperature, water",NA,"deg C",8,"Mar"
"USGS","02086849",1984-03-28,"Routine sample","Nitrate","Total","mg/l as N",1.82,"Mar"
"USGS","02086849",1984-03-28,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",6.4,"Mar"
"USGS","02086849",1984-03-28,"Routine sample","Phosphorus","Total","mg/l as P",1.9,"Mar"
"USGS","02086849",1984-03-28,"Routine sample","Temperature, water",NA,"deg C",14.5,"Mar"
"USGS","02086849",1984-04-09,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",9.3,"Apr"
"USGS","02086849",1984-04-09,"Routine sample","Phosphorus","Total","mg/l as P",1.4,"Apr"
"USGS","02086849",1984-04-09,"Routine sample","Temperature, water",NA,"deg C",13,"Apr"
"USGS","02086849",1984-04-23,"Routine sample","Nitrate","Total","mg/l as N",0.44,"Apr"
"USGS","02086849",1984-04-23,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",3.3,"Apr"
"USGS","02086849",1984-04-23,"Routine sample","Phosphorus","Total","mg/l as P",0.33,"Apr"
"USGS","02086849",1984-04-23,"Routine sample","Temperature, water",NA,"deg C",10,"Apr"
"USGS","02086849",1984-05-03,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",10,"May"
"USGS","02086849",1984-05-03,"Routine sample","Phosphorus","Total","mg/l as P",3,"May"
"USGS","02086849",1984-05-03,"Routine sample","Temperature, water",NA,"deg C",16,"May"
"USGS","02086849",1984-05-21,"Routine sample","Nitrate","Total","mg/l as N",4.5,"May"
"USGS","02086849",1984-05-21,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",17,"May"
"USGS","02086849",1984-05-21,"Routine sample","Phosphorus","Dissolved","mg/l as P",5.2,"May"
"USGS","02086849",1984-05-21,"Routine sample","Phosphorus","Total","mg/l as P",5.1,"May"
"USGS","02086849",1984-05-21,"Routine sample","Temperature, water",NA,"deg C",20,"May"
"USGS","02086849",1984-06-05,"Routine sample","Nitrate","Total","mg/l as N",4.58,"Jun"
"USGS","02086849",1984-06-05,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",12,"Jun"
"USGS","02086849",1984-06-05,"Routine sample","Phosphorus","Total","mg/l as P",5.3,"Jun"
"USGS","02086849",1984-06-05,"Routine sample","Temperature, water",NA,"deg C",21.5,"Jun"
"USGS","02086849",1984-06-18,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",15,"Jun"
"USGS","02086849",1984-06-18,"Routine sample","Phosphorus","Total","mg/l as P",4.2,"Jun"
"USGS","02086849",1984-06-18,"Routine sample","Temperature, water",NA,"deg C",24.5,"Jun"
"USGS","02086849",1984-07-10,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",33,"Jul"
"USGS","02086849",1984-07-10,"Routine sample","Phosphorus","Total","mg/l as P",5.8,"Jul"
"USGS","02086849",1984-07-10,"Routine sample","Temperature, water",NA,"deg C",23,"Jul"
"USGS","02086849",1984-07-24,"Routine sample","Nitrate","Total","mg/l as N",5.35,"Jul"
"USGS","02086849",1984-07-24,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",11,"Jul"
"USGS","02086849",1984-07-24,"Routine sample","Phosphorus","Total","mg/l as P",3.8,"Jul"
"USGS","02086849",1984-07-24,"Routine sample","Temperature, water",NA,"deg C",24.5,"Jul"
"USGS","02086849",1984-08-07,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",13,"Aug"
"USGS","02086849",1984-08-07,"Routine sample","Phosphorus","Total","mg/l as P",5.3,"Aug"
"USGS","02086849",1984-08-07,"Routine sample","Temperature, water",NA,"deg C",26,"Aug"
"USGS","02086849",1984-08-23,"Routine sample","Nitrate","Total","mg/l as N",1.68,"Aug"
"USGS","02086849",1984-08-23,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",13,"Aug"
"USGS","02086849",1984-08-23,"Routine sample","Phosphorus","Total","mg/l as P",4.4,"Aug"
"USGS","02086849",1984-08-23,"Routine sample","Temperature, water",NA,"deg C",23,"Aug"
"USGS","02086849",1984-09-24,"Routine sample","Nitrate","Total","mg/l as N",0.47,"Sep"
"USGS","02086849",1984-09-24,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Dissolved","mg/l",13,"Sep"
"USGS","02086849",1984-09-24,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",14,"Sep"
"USGS","02086849",1984-09-24,"Routine sample","Phosphorus","Dissolved","mg/l as P",5.5,"Sep"
"USGS","02086849",1984-09-24,"Routine sample","Phosphorus","Total","mg/l as P",5.6,"Sep"
"USGS","02086849",1984-09-24,"Routine sample","Temperature, water",NA,"deg C",21,"Sep"
"USGS","02086849",1984-10-23,"Routine sample","Nitrate","Total","mg/l as N",0.67,"Oct"
"USGS","02086849",1984-10-23,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",14,"Oct"
"USGS","02086849",1984-10-23,"Routine sample","Phosphorus","Total","mg/l as P",4.5,"Oct"
"USGS","02086849",1984-10-23,"Routine sample","Temperature, water",NA,"deg C",22.5,"Oct"
"USGS","02086849",1984-12-04,"Routine sample","Nitrate","Total","mg/l as N",1.3,"Dec"
"USGS","02086849",1984-12-04,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",26,"Dec"
"USGS","02086849",1984-12-04,"Routine sample","Phosphorus","Total","mg/l as P",2.4,"Dec"
"USGS","02086849",1984-12-04,"Routine sample","Temperature, water",NA,"deg C",9,"Dec"
"USGS","02086849",1984-12-19,"Routine sample","Nitrate","Total","mg/l as N",1.11,"Dec"
"USGS","02086849",1984-12-19,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Dissolved","mg/l",16,"Dec"
"USGS","02086849",1984-12-19,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",20,"Dec"
"USGS","02086849",1984-12-19,"Routine sample","Phosphorus","Dissolved","mg/l as P",5.3,"Dec"
"USGS","02086849",1984-12-19,"Routine sample","Phosphorus","Total","mg/l as P",5.6,"Dec"
"USGS","02086849",1984-12-19,"Routine sample","Temperature, water",NA,"deg C",14,"Dec"
"USGS","02086849",1985-01-03,"Routine sample","Nitrate","Total","mg/l as N",0.55,"Jan"
"USGS","02086849",1985-01-03,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",3.5,"Jan"
"USGS","02086849",1985-01-03,"Routine sample","Phosphorus","Total","mg/l as P",0.75,"Jan"
"USGS","02086849",1985-01-03,"Routine sample","Temperature, water",NA,"deg C",9,"Jan"
"USGS","02086849",1985-02-20,"Routine sample","Nitrate","Total","mg/l as N",0.81,"Feb"
"USGS","02086849",1985-02-20,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",13,"Feb"
"USGS","02086849",1985-02-20,"Routine sample","Phosphorus","Total","mg/l as P",2.2,"Feb"
"USGS","02086849",1985-02-20,"Routine sample","Temperature, water",NA,"deg C",10,"Feb"
"USGS","02086849",1985-03-26,"Routine sample","Nitrate","Total","mg/l as N",1.67,"Mar"
"USGS","02086849",1985-03-26,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",12,"Mar"
"USGS","02086849",1985-03-26,"Routine sample","Phosphorus","Total","mg/l as P",3.1,"Mar"
"USGS","02086849",1985-03-26,"Routine sample","Temperature, water",NA,"deg C",9,"Mar"
"USGS","02086849",1985-04-30,"Routine sample","Nitrate","Total","mg/l as N",5.5,"Apr"
"USGS","02086849",1985-04-30,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",17,"Apr"
"USGS","02086849",1985-04-30,"Routine sample","Phosphorus","Total","mg/l as P",6.2,"Apr"
"USGS","02086849",1985-04-30,"Routine sample","Temperature, water",NA,"deg C",17.5,"Apr"
"USGS","02086849",1985-05-23,"Routine sample","Nitrate","Total","mg/l as N",1.25,"May"
"USGS","02086849",1985-05-23,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",2.5,"May"
"USGS","02086849",1985-05-23,"Routine sample","Phosphorus","Dissolved","mg/l as P",0.17,"May"
"USGS","02086849",1985-05-23,"Routine sample","Phosphorus","Total","mg/l as P",0.27,"May"
"USGS","02086849",1985-05-23,"Routine sample","Temperature, water",NA,"deg C",20,"May"
"USGS","02086849",1985-06-18,"Routine sample","Nitrate","Total","mg/l as N",4.82,"Jun"
"USGS","02086849",1985-06-18,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",18,"Jun"
"USGS","02086849",1985-06-18,"Routine sample","Phosphorus","Total","mg/l as P",1,"Jun"
"USGS","02086849",1985-06-18,"Routine sample","Temperature, water",NA,"deg C",24.5,"Jun"
"USGS","02086849",1985-07-22,"Routine sample","Nitrate","Total","mg/l as N",7.66,"Jul"
"USGS","02086849",1985-07-22,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",11,"Jul"
"USGS","02086849",1985-07-22,"Routine sample","Phosphorus","Total","mg/l as P",0.43,"Jul"
"USGS","02086849",1985-07-22,"Routine sample","Temperature, water",NA,"deg C",26,"Jul"
"USGS","02086849",1985-08-18,"Flood","Nitrate","Total","mg/l as N",0.94,"Aug"
"USGS","02086849",1985-08-18,"Flood","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Dissolved","mg/l",2.1,"Aug"
"USGS","02086849",1985-08-18,"Flood","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",3.1,"Aug"
"USGS","02086849",1985-08-18,"Flood","Phosphorus","Dissolved","mg/l as P",0.09,"Aug"
"USGS","02086849",1985-08-18,"Flood","Phosphorus","Total","mg/l as P",0.19,"Aug"
"USGS","02086849",1985-08-18,"Flood","Temperature, water",NA,"deg C",25,"Aug"
"USGS","02086849",1985-09-24,"Routine sample","Nitrate","Total","mg/l as N",9.17,"Sep"
"USGS","02086849",1985-09-24,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",19,"Sep"
"USGS","02086849",1985-09-24,"Routine sample","Phosphorus","Total","mg/l as P",5.9,"Sep"
"USGS","02086849",1985-09-24,"Routine sample","Temperature, water",NA,"deg C",22,"Sep"
"USGS","02086849",1985-10-23,"Routine sample","Nitrate","Total","mg/l as N",6.75,"Oct"
"USGS","02086849",1985-10-23,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",19,"Oct"
"USGS","02086849",1985-10-23,"Routine sample","Phosphorus","Total","mg/l as P",4.1,"Oct"
"USGS","02086849",1985-10-23,"Routine sample","Temperature, water",NA,"deg C",20,"Oct"
"USGS","02086849",1985-11-21,"Flood","Nitrate","Total","mg/l as N",0.29,"Nov"
"USGS","02086849",1985-11-21,"Flood","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Dissolved","mg/l",1.1,"Nov"
"USGS","02086849",1985-11-21,"Flood","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",1.9,"Nov"
"USGS","02086849",1985-11-21,"Flood","Phosphorus","Dissolved","mg/l as P",0.16,"Nov"
"USGS","02086849",1985-11-21,"Flood","Phosphorus","Total","mg/l as P",0.44,"Nov"
"USGS","02086849",1985-11-21,"Flood","Temperature, water",NA,"deg C",15.5,"Nov"
"USGS","02086849",1985-12-17,"Routine sample","Nitrate","Total","mg/l as N",0.48,"Dec"
"USGS","02086849",1985-12-17,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",13,"Dec"
"USGS","02086849",1985-12-17,"Routine sample","Phosphorus","Total","mg/l as P",3.2,"Dec"
"USGS","02086849",1985-12-17,"Routine sample","Temperature, water",NA,"deg C",8,"Dec"
"USGS","02086849",1986-01-22,"Routine sample","Nitrate","Total","mg/l as N",0.26,"Jan"
"USGS","02086849",1986-01-22,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Dissolved","mg/l",19,"Jan"
"USGS","02086849",1986-01-22,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",21,"Jan"
"USGS","02086849",1986-01-22,"Routine sample","Phosphorus","Dissolved","mg/l as P",4.5,"Jan"
"USGS","02086849",1986-01-22,"Routine sample","Phosphorus","Total","mg/l as P",4.8,"Jan"
"USGS","02086849",1986-01-22,"Routine sample","Temperature, water",NA,"deg C",8,"Jan"
"USGS","02086849",1986-02-19,"Routine sample","Nitrate","Total","mg/l as N",0.49,"Feb"
"USGS","02086849",1986-02-19,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",11,"Feb"
"USGS","02086849",1986-02-19,"Routine sample","Phosphorus","Total","mg/l as P",1.9,"Feb"
"USGS","02086849",1986-02-19,"Routine sample","Temperature, water",NA,"deg C",12,"Feb"
"USGS","02086849",1986-03-25,"Routine sample","Nitrate","Total","mg/l as N",0.43,"Mar"
"USGS","02086849",1986-03-25,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Dissolved","mg/l",13,"Mar"
"USGS","02086849",1986-03-25,"Routine sample","Phosphorus","Dissolved","mg/l as P",2.4,"Mar"
"USGS","02086849",1986-03-25,"Routine sample","Phosphorus","Total","mg/l as P",2.8,"Mar"
"USGS","02086849",1986-03-25,"Routine sample","Temperature, water",NA,"deg C",12,"Mar"
"USGS","02086849",1986-04-21,"Routine sample","Nitrate","Total","mg/l as N",0.06,"Apr"
"USGS","02086849",1986-04-21,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",9.3,"Apr"
"USGS","02086849",1986-04-21,"Routine sample","Phosphorus","Total","mg/l as P",6.6,"Apr"
"USGS","02086849",1986-04-21,"Routine sample","Temperature, water",NA,"deg C",17.5,"Apr"
"USGS","02086849",1986-05-28,"Routine sample","Nitrate","Total","mg/l as N",11,"May"
"USGS","02086849",1986-05-28,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",22,"May"
"USGS","02086849",1986-05-28,"Routine sample","Phosphorus","Total","mg/l as P",5.1,"May"
"USGS","02086849",1986-05-28,"Routine sample","Temperature, water",NA,"deg C",20.5,"May"
"USGS","02086849",1986-06-18,"Routine sample","Nitrate","Total","mg/l as N",7.4,"Jun"
"USGS","02086849",1986-06-18,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",21,"Jun"
"USGS","02086849",1986-06-18,"Routine sample","Phosphorus","Total","mg/l as P",5.7,"Jun"
"USGS","02086849",1986-06-18,"Routine sample","Temperature, water",NA,"deg C",23,"Jun"
"USGS","02086849",1986-07-28,"Routine sample","Nitrate","Total","mg/l as N",10.1,"Jul"
"USGS","02086849",1986-07-28,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",17,"Jul"
"USGS","02086849",1986-07-28,"Routine sample","Phosphorus","Total","mg/l as P",3.7,"Jul"
"USGS","02086849",1986-07-28,"Routine sample","Temperature, water",NA,"deg C",26.5,"Jul"
"USGS","02086849",1986-08-20,"Routine sample","Nitrate","Total","mg/l as N",0.25,"Aug"
"USGS","02086849",1986-08-20,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",1.1,"Aug"
"USGS","02086849",1986-08-20,"Routine sample","Phosphorus","Total","mg/l as P",0.19,"Aug"
"USGS","02086849",1986-08-20,"Routine sample","Temperature, water",NA,"deg C",22,"Aug"
"USGS","02086849",1986-09-23,"Routine sample","Nitrate","Total","mg/l as N",9,"Sep"
"USGS","02086849",1986-09-23,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",26,"Sep"
"USGS","02086849",1986-09-23,"Routine sample","Phosphorus","Total","mg/l as P",7.2,"Sep"
"USGS","02086849",1986-09-23,"Routine sample","Temperature, water",NA,"deg C",22,"Sep"
"USGS","02086849",1986-10-28,"Routine sample","Nitrate","Total","mg/l as N",2.89,"Oct"
"USGS","02086849",1986-10-28,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",19,"Oct"
"USGS","02086849",1986-10-28,"Routine sample","Phosphorus","Total","mg/l as P",5.3,"Oct"
"USGS","02086849",1986-10-28,"Routine sample","Temperature, water",NA,"deg C",17.5,"Oct"
"USGS","02086849",1986-11-24,"Routine sample","Nitrate","Total","mg/l as N",9.7,"Nov"
"USGS","02086849",1986-11-24,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",23,"Nov"
"USGS","02086849",1986-11-24,"Routine sample","Phosphorus","Total","mg/l as P",5.3,"Nov"
"USGS","02086849",1986-11-24,"Routine sample","Temperature, water",NA,"deg C",12.5,"Nov"
"USGS","02086849",1987-01-08,"Routine sample","Nitrate","Total","mg/l as N",0.73,"Jan"
"USGS","02086849",1987-01-08,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",9.9,"Jan"
"USGS","02086849",1987-01-08,"Routine sample","Phosphorus","Total","mg/l as P",4,"Jan"
"USGS","02086849",1987-01-08,"Routine sample","Temperature, water",NA,"deg C",8,"Jan"
"USGS","02086849",1987-02-24,"Routine sample","Nitrate","Total","mg/l as N",0.27,"Feb"
"USGS","02086849",1987-02-24,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",4.7,"Feb"
"USGS","02086849",1987-02-24,"Routine sample","Phosphorus","Total","mg/l as P",0.21,"Feb"
"USGS","02086849",1987-02-24,"Routine sample","Temperature, water",NA,"deg C",3,"Feb"
"USGS","02086849",1987-03-25,"Routine sample","Nitrate","Total","mg/l as N",0.26,"Mar"
"USGS","02086849",1987-03-25,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",16,"Mar"
"USGS","02086849",1987-03-25,"Routine sample","Phosphorus","Total","mg/l as P",3.4,"Mar"
"USGS","02086849",1987-03-25,"Routine sample","Temperature, water",NA,"deg C",12,"Mar"
"USGS","02086849",1987-04-16,"Routine sample","Nitrate","Total","mg/l as N",0.26,"Apr"
"USGS","02086849",1987-04-16,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",1.1,"Apr"
"USGS","02086849",1987-04-16,"Routine sample","Phosphorus","Total","mg/l as P",0.27,"Apr"
"USGS","02086849",1987-04-16,"Routine sample","Temperature, water",NA,"deg C",14,"Apr"
"USGS","02086849",1987-05-18,"Routine sample","Nitrate","Total","mg/l as N",0.25,"May"
"USGS","02086849",1987-05-18,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",23,"May"
"USGS","02086849",1987-05-18,"Routine sample","Phosphorus","Total","mg/l as P",5.4,"May"
"USGS","02086849",1987-05-18,"Routine sample","Temperature, water",NA,"deg C",21,"May"
"USGS","02086849",1988-12-21,"Routine sample","Temperature, water",NA,"deg C",9,"Dec"
"USGS","02086849",1989-04-06,"Routine sample","Temperature, water",NA,"deg C",13.3,"Apr"
"USGS","02086849",1989-09-19,"Routine sample","Temperature, water",NA,"deg C",22.5,"Sep"
"USGS","02086849",1989-10-26,"Routine sample","Temperature, water",NA,"deg C",15,"Oct"
"USGS","02086849",1990-04-20,"Routine sample","Temperature, water",NA,"deg C",15,"Apr"
"USGS","02086849",1990-08-28,"Routine sample","Temperature, water",NA,"deg C",27,"Aug"
"USGS","02086849",1990-10-22,"Routine sample","Temperature, water",NA,"deg C",18,"Oct"
"USGS","02086849",1991-04-22,"Routine sample","Temperature, water",NA,"deg C",14.5,"Apr"
"USGS","02086849",1992-04-21,"Storm","Nitrate","Dissolved","mg/l as N",9.24,"Apr"
"USGS","02086849",1992-04-21,"Storm","Nitrate","Total","mg/l as N",9.24,"Apr"
"USGS","02086849",1992-04-21,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Dissolved","mg/l",10,"Apr"
"USGS","02086849",1992-04-21,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",11,"Apr"
"USGS","02086849",1992-04-21,"Storm","Phosphorus","Dissolved","mg/l as P",0.6,"Apr"
"USGS","02086849",1992-04-21,"Storm","Phosphorus","Total","mg/l as P",0.79,"Apr"
"USGS","02086849",1992-04-21,"Storm","Temperature, water",NA,"deg C",21,"Apr"
"USGS","02086849",1992-08-11,"Routine sample","Temperature, water",NA,"deg C",23,"Aug"
"USGS","02086849",1992-11-18,"Routine sample","Temperature, water",NA,"deg C",12,"Nov"
"USGS","02086849",1993-04-28,"Routine sample","Temperature, water",NA,"deg C",16,"Apr"
"USGS","02086849",1993-05-20,"Routine sample","Nitrate","Dissolved","mg/l as N",2.87,"May"
"USGS","02086849",1993-05-20,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Dissolved","mg/l",3.6,"May"
"USGS","02086849",1993-05-20,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",3.6,"May"
"USGS","02086849",1993-05-20,"Routine sample","Phosphorus","Dissolved","mg/l as P",0.06,"May"
"USGS","02086849",1993-05-20,"Routine sample","Phosphorus","Total","mg/l as P",0.11,"May"
"USGS","02086849",1993-05-20,"Routine sample","Temperature, water",NA,"deg C",19,"May"
"USGS","02086849",1993-05-26,"Storm","Temperature, water",NA,"deg C",21,"May"
"USGS","02086849",1993-08-12,"Routine sample","Temperature, water",NA,"deg C",25,"Aug"
"USGS","02086849",1993-10-19,"Routine sample","Temperature, water",NA,"deg C",21,"Oct"
"USGS","02086849",1994-03-29,"Storm","Temperature, water",NA,"deg C",12.5,"Mar"
"USGS","02086849",1994-04-18,"Routine sample","Temperature, water",NA,"deg C",19,"Apr"
"USGS","02086849",1994-08-23,"Routine sample","Temperature, water",NA,"deg C",24,"Aug"
"USGS","02086849",1994-10-25,"Routine sample","Temperature, water",NA,"deg C",17,"Oct"
"USGS","02086849",1995-04-24,"Routine sample","Temperature, water",NA,"deg C",15.2,"Apr"
"USGS","02086849",2006-01-18,"Storm","Nitrate","Dissolved","mg/l as N",0.676,"Jan"
"USGS","02086849",2006-01-18,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",2.8,"Jan"
"USGS","02086849",2006-01-18,"Storm","Phosphorus","Total","mg/l as P",0.5,"Jan"
