"OrganizationIdentifier","ActivityStartDate","ActivityStartTime/Time","ActivityEndDate","ActivityEndTime/Time","MonitoringLocationIdentifier","HydrologicEvent","HydrologicCondition","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultStatusIdentifier","ResultValueTypeName"
"21NC01WQ","1/10/75",12:10:00,NA,NA,"21NC01WQ-J1290000",NA,NA,"Flow, severity (choice list)",NA,"0","Final",NA
"21NC01WQ","8/14/73",12:20:00,NA,NA,"21NC01WQ-J1290000",NA,NA,"Flow, severity (choice list)",NA,"0","Final",NA
"21NC01WQ","11/5/74",12:05:00,NA,NA,"21NC01WQ-J1290000",NA,NA,"Turbidity severity (choice list)",NA,"0","Final",NA
"21NC01WQ","7/7/70",10:00:00,NA,NA,"21NC01WQ-J1290000",NA,NA,"Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","6/28/71",12:05:00,NA,NA,"21NC01WQ-J1290000",NA,NA,"Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","8/4/71",13:55:00,NA,NA,"21NC01WQ-J1290000",NA,NA,"Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","11/17/70",13:45:00,NA,NA,"21NC01WQ-J1290000",NA,NA,"Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","5/25/72",12:25:00,NA,NA,"21NC01WQ-J1290000",NA,NA,"Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","8/31/70",14:35:00,NA,NA,"21NC01WQ-J1290000",NA,NA,"Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","2/5/75",14:45:00,NA,NA,"21NC01WQ-J1290000",NA,NA,"Stream stage",NA,"20.6","Final","Actual"
"21NC01WQ","9/8/71",11:25:00,NA,NA,"21NC01WQ-J1290000",NA,NA,"Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","4/20/71",12:50:00,NA,NA,"21NC01WQ-J1290000",NA,NA,"Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","8/28/68",12:55:00,NA,NA,"21NC01WQ-J1290000",NA,NA,"Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","8/19/68",13:30:00,NA,NA,"21NC01WQ-J1290000",NA,NA,"Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","7/24/72",13:40:00,NA,NA,"21NC01WQ-J1290000",NA,NA,"Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","8/21/69",13:10:00,NA,NA,"21NC01WQ-J1290000",NA,NA,"Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","7/14/69",11:20:00,NA,NA,"21NC01WQ-J1290000",NA,NA,"Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","11/5/74",12:05:00,NA,NA,"21NC01WQ-J1290000",NA,NA,"Chemical oxygen demand","Total","27","Final","Actual"
"21NC02WQ","9/20/07",12:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","478","Final","Actual"
"21NC02WQ","10/31/07",11:30:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"pH","Total","7.6","Final","Actual"
"21NC02WQ","4/18/06",14:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Temperature, water",NA,"19.3","Final","Actual"
"21NC02WQ","7/28/06",10:50:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","5.9","Final","Actual"
"21NC02WQ","1/26/06",13:45:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Turbidity","Total","3.6","Final","Actual"
"21NC02WQ","11/3/06",10:15:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","438","Final","Actual"
"21NC02WQ","3/8/06",13:16:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","3.2","Final","Actual"
"21NC02WQ","4/1/04",11:50:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Turbidity","Total","85","Final","Actual"
"21NC02WQ","4/1/04",11:50:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Salinity","Total","0.1","Final","Actual"
"21NC02WQ","11/29/05",13:15:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Total suspended solids","Non-filterable","4.8","Final","Actual"
"21NC02WQ","9/23/05",11:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"pH","Total","7.4","Final","Actual"
"21NC02WQ","5/4/05",14:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","1.7","Final","Actual"
"21NC02WQ","2/10/05",13:35:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","10.9","Final","Actual"
"21NC02WQ","3/23/05",13:30:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Salinity","Total","0.1","Final","Actual"
"21NC02WQ","3/1/04",12:45:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","366","Final","Actual"
"21NC02WQ","1/5/04",12:55:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Total suspended solids","Non-filterable","7","Final","Actual"
"21NC02WQ","4/23/02",11:40:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Turbidity","Total","3","Final","Actual"
"21NC02WQ","5/13/02",14:45:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Turbidity","Total","3.8","Final","Actual"
"21NC02WQ","11/15/04",14:50:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"pH","Total","6.8","Final","Actual"
"21NC02WQ","10/1/02",12:45:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"pH","Total","7.6","Final","Actual"
"21NC02WQ","11/14/02",14:30:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Temperature, water",NA,"14.6","Final","Actual"
"21NC02WQ","12/3/02",13:25:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Temperature, water",NA,"11.3","Final","Actual"
"21NC02WQ","8/5/03",16:10:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","278","Final","Actual"
"21NC02WQ","2/20/03",14:15:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Total suspended solids","Non-filterable","9","Final","Actual"
"21NC02WQ","3/4/03",12:40:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","250","Final","Actual"
"21NC02WQ","7/16/03",12:25:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","0.87","Final","Actual"
"21NC02WQ","10/1/03",12:55:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Temperature, water",NA,"18.4","Final","Actual"
"21NC02WQ","7/16/03",12:25:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","299","Final","Actual"
"21NC02WQ","1/8/03",12:35:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"pH","Total","7.1","Final","Actual"
"21NC02WQ","1/8/03",12:35:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","320","Final","Actual"
"21NC02WQ","2/25/02",12:30:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","425","Final","Actual"
"21NC02WQ","3/14/02",12:30:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Turbidity","Total","6.2","Final","Actual"
"21NC02WQ","12/18/00",14:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","0.36","Final","Actual"
"21NC02WQ","2/21/00",14:30:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","300","Final","Actual"
"21NC02WQ","11/16/00",13:40:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","6.8","Final","Actual"
"21NC02WQ","1/12/00",14:31:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","9.2","Final","Actual"
"21NC02WQ","1/31/01",15:38:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Temperature, water",NA,"8","Final","Actual"
"21NC02WQ","1/31/01",15:38:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Turbidity","Total","13","Final","Actual"
"21NC02WQ","5/22/01",15:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Turbidity","Total","6.9","Final","Actual"
"21NC02WQ","6/20/01",13:30:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Turbidity","Total","10","Final","Actual"
"21NC02WQ","8/16/99",16:45:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"pH","Total","7.4","Final","Actual"
"21NC02WQ","5/10/99",14:35:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"pH","Total","7.5","Final","Actual"
"21NC02WQ","12/14/99",14:02:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","129","Final","Actual"
"21NC02WQ","2/11/99",14:40:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Turbidity","Total","3.2","Final","Actual"
"21NC02WQ","7/22/99",15:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Total suspended solids","Non-filterable",NA,"Final","Actual"
"21NC02WQ","9/21/98",15:45:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"pH","Total","7.7","Final","Actual"
"21NC02WQ","1/20/98",14:50:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Temperature, water",NA,"8.5","Final","Actual"
"21NC02WQ","7/9/98",17:15:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","5.6","Final","Actual"
"21NC02WQ","11/4/98",15:50:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","0.8","Final","Actual"
"21NC02WQ","3/10/98",14:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"pH","Total","7.2","Final","Actual"
"21NC02WQ","6/23/97",15:20:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Temperature, water",NA,"26","Final","Actual"
"21NC02WQ","5/14/97",14:20:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"pH","Total","7.7","Final","Actual"
"21NC02WQ","4/16/97",14:25:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","337","Final","Actual"
"21NC02WQ","12/19/97",09:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Temperature, water",NA,"9","Final","Actual"
"21NC02WQ","12/19/97",09:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Total suspended solids","Non-filterable","4","Final","Actual"
"21NC02WQ","1/10/07",13:05:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"pH","Total","6.9","Final","Actual"
"21NC02WQ","8/23/05",14:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Total suspended solids","Non-filterable","16","Final","Actual"
"21NC02WQ","1/10/07",13:05:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","0.94","Final","Actual"
"21NC02WQ","6/10/03",13:55:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","2.2","Final","Actual"
"21NC02WQ","10/1/03",12:55:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","1.6","Final","Actual"
"21NC02WQ","8/5/03",16:10:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.31","Final","Actual"
"21NC02WQ","4/18/06",14:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","1.5","Final","Actual"
"21NC02WQ","7/30/97",15:10:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","0.4","Final","Actual"
"21NC02WQ","9/4/07",13:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","2.3","Final","Actual"
"21NC02WQ","7/1/07",15:45:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","3.4","Final","Actual"
"21NC02WQ","1/29/07",10:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","0.86","Final","Actual"
"21NC02WQ","2/6/07",15:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","1","Final","Actual"
"21NC02WQ","8/1/07",11:15:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","5.5","Final","Actual"
"21NC02WQ","8/24/06",13:45:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","1.2","Final","Actual"
"21NC02WQ","8/24/06",13:45:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Total suspended solids","Non-filterable","5.8","Final","Actual"
"21NC02WQ","1/12/00",14:31:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","2.8","Final","Actual"
"21NC02WQ","10/12/98",15:45:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","0.4","Final","Actual"
"21NC02WQ","12/18/00",14:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","2.2","Final","Actual"
"21NC02WQ","1/26/06",13:45:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","0.79","Final","Actual"
"21NC02WQ","6/2/06",13:10:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","0.91","Final","Actual"
"21NC02WQ","8/10/06",13:10:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","1","Final","Actual"
"21NC02WQ","4/1/04",11:50:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","0.79","Final","Actual"
"21NC02WQ","6/1/04",13:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","0.72","Final","Actual"
"21NC02WQ","11/16/05",11:15:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","0.92","Final","Actual"
"21NC02WQ","1/10/07",13:05:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Total suspended solids","Non-filterable","10","Final","Actual"
"21NC02WQ","3/9/05",13:15:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Total suspended solids","Non-filterable","9","Final","Actual"
"21NC02WQ","9/4/07",13:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"pH","Total","7.6","Final","Actual"
"21NC02WQ","7/1/07",15:45:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"pH","Total","7.4","Final","Actual"
"21NC02WQ","7/17/07",11:30:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"pH","Total","7.3","Final","Actual"
"21NC02WQ","3/22/06",16:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Total suspended solids","Non-filterable","12","Final","Actual"
"21NC02WQ","6/15/06",10:05:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Total suspended solids","Non-filterable","43","Final","Actual"
"21NC02WQ","8/10/06",13:10:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Total suspended solids","Non-filterable","2.5","Final","Actual"
"21NC02WQ","10/5/06",17:45:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Total suspended solids","Non-filterable",NA,"Final","Actual"
"21NC02WQ","3/8/06",13:16:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Total suspended solids","Non-filterable","3.2","Final","Actual"
"21NC02WQ","1/26/06",13:45:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Total suspended solids","Non-filterable",NA,"Final","Actual"
"21NC02WQ","7/6/04",13:10:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Total suspended solids","Non-filterable","5","Final","Actual"
"21NC02WQ","11/16/05",11:15:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Total suspended solids","Non-filterable","3","Final","Actual"
"21NC02WQ","6/4/07",11:15:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"pH","Total","6.8","Final","Actual"
"21NC02WQ","3/23/05",13:30:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","1.4","Final","Actual"
"21NC02WQ","5/18/07",11:55:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","6.5","Final","Actual"
"21NC02WQ","5/4/05",14:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","0.85","Final","Actual"
"21NC02WQ","7/14/05",13:50:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","0.92","Final","Actual"
"21NC02WQ","3/9/05",13:15:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","1.9","Final","Actual"
"21NC02WQ","6/2/05",13:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Total suspended solids","Non-filterable","63","Final","Actual"
"21NC02WQ","8/23/05",14:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","0.8","Final","Actual"
"21NC02WQ","8/11/05",11:55:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Total suspended solids","Non-filterable","8","Final","Actual"
"21NC02WQ","1/23/97",14:45:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","0.6","Final","Actual"
"21NC02WQ","3/8/07",14:25:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"pH","Total","6.9","Final","Actual"
"21NC02WQ","10/6/04",15:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","3.3","Final","Actual"
"21NC02WQ","6/20/07",12:10:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.03","Final","Actual"
"21NC02WQ","6/28/06",11:25:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","1.3","Final","Actual"
"21NC02WQ","8/17/00",12:50:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Temperature, water",NA,"26","Final","Actual"
"21NC02WQ","9/18/00",13:42:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total",NA,"Final","Actual"
"21NC02WQ","5/13/02",14:45:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","7.9","Final","Actual"
"21NC02WQ","3/13/97",15:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","0.04","Final","Actual"
"21NC02WQ","8/17/98",16:05:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.05","Final","Actual"
"21NC02WQ","2/6/07",15:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"pH","Total","6.8","Final","Actual"
"21NC02WQ","1/12/00",14:31:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.11","Final","Actual"
"21NC02WQ","7/17/07",11:30:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","446","Final","Actual"
"21NC02WQ","10/31/07",11:30:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","440","Final","Actual"
"21NC02WQ","7/9/98",17:15:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Turbidity","Total","2.7","Final","Actual"
"21NC02WQ","6/4/07",11:15:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","227","Final","Actual"
"21NC02WQ","5/18/07",11:55:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","467","Final","Actual"
"21NC02WQ","4/18/07",13:30:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","270","Final","Actual"
"21NC02WQ","2/12/98",15:20:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Turbidity","Total","9.7","Final","Actual"
"21NC02WQ","10/23/97",16:25:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Turbidity","Total","2.4","Final","Actual"
"21NC02WQ","1/23/97",14:45:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Turbidity","Total","7.1","Final","Actual"
"21NC02WQ","4/16/97",14:25:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Turbidity","Total","6.6","Final","Actual"
"21NC02WQ","7/30/97",15:10:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Turbidity","Total","4.9","Final","Actual"
"21NC02WQ","5/14/97",14:20:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Turbidity","Total","6.1","Final","Actual"
"21NC02WQ","9/4/07",13:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","0.25","Final","Actual"
"21NC02WQ","5/12/98",15:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","200","Final","Actual"
"21NC02WQ","1/31/01",15:38:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","120","Final","Actual"
"21NC02WQ","7/15/02",12:25:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"pH","Total","7.1","Final","Actual"
"21NC02WQ","6/20/01",13:30:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","0.03","Final","Actual"
"21NC02WQ","5/10/99",14:35:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","7.9","Final","Actual"
"21NC02WQ","4/24/01",13:30:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","420","Final","Actual"
"21NC02WQ","5/22/01",15:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","380","Final","Actual"
"21NC02WQ","6/20/01",13:30:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","330","Final","Actual"
"21NC02WQ","7/17/01",12:20:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","330","Final","Actual"
"21NC02WQ","8/5/97",17:27:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Total suspended solids","Non-filterable","3","Final","Actual"
"21NC02WQ","9/20/99",16:15:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","6.6","Final","Actual"
"21NC02WQ","3/4/99",14:30:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","13.9","Final","Actual"
"21NC02WQ","4/15/99",14:45:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","8.4","Final","Actual"
"21NC02WQ","10/19/99",15:18:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","7.5","Final","Actual"
"21NC02WQ","5/18/07",11:55:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","0.14","Final","Actual"
"21NC02WQ","12/3/02",13:25:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"pH","Total","7.3","Final","Actual"
"21NC02WQ","4/24/00",13:06:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","0.7","Final","Actual"
"21NC02WQ","7/13/06",13:55:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","0.1","Final","Actual"
"21NC02WQ","8/16/99",16:45:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","322","Final","Actual"
"21NC02WQ","11/8/99",14:20:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","413","Final","Actual"
"21NC02WQ","3/4/99",14:30:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","352","Final","Actual"
"21NC02WQ","1/11/99",15:10:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","292","Final","Actual"
"21NC02WQ","10/19/06",13:40:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","290","Final","Actual"
"21NC02WQ","2/20/07",12:20:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.02","Final","Actual"
"21NC02WQ","3/8/07",14:25:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.74","Final","Actual"
"21NC02WQ","2/6/07",15:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.16","Final","Actual"
"21NC02WQ","11/4/98",15:50:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Turbidity","Total","12","Final","Actual"
"21NC02WQ","8/11/05",11:55:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.06","Final","Actual"
"21NC02WQ","4/18/06",14:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total",NA,"Final","Actual"
"21NC02WQ","2/22/06",12:20:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.03","Final","Actual"
"21NC02WQ","1/11/05",13:25:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total",NA,"Final","Actual"
"21NC02WQ","1/11/05",13:25:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","1.8","Final","Actual"
"21NC02WQ","10/31/07",11:30:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","8.5","Final","Actual"
"21NC02WQ","12/27/06",14:05:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","0.12","Final","Actual"
"21NC02WQ","7/6/04",13:10:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","0.15","Final","Actual"
"21NC02WQ","9/20/06",12:50:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.06","Final","Actual"
"21NC02WQ","10/20/05",11:45:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.02","Final","Actual"
"21NC02WQ","11/3/06",10:15:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.04","Final","Actual"
"21NC02WQ","5/18/06",14:30:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.04","Final","Actual"
"21NC02WQ","5/11/06",13:20:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.05","Final","Actual"
"21NC02WQ","2/7/06",12:05:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.08","Final","Actual"
"21NC02WQ","5/6/04",12:25:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.08","Final","Actual"
"21NC02WQ","11/16/05",11:15:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.03","Final","Actual"
