"OrganizationIdentifier","ActivityStartDate","ActivityStartTime.Time","MonitoringLocationIdentifier","HydrologicEvent","HydrologicCondition","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","ResultStatusIdentifier","ResultValueTypeName"
"21NC01WQ","6/10/82","12:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.55","mg/l","Final","Actual"
"21NC01WQ","6/10/82","11:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.9","mg/l","Final","Actual"
"21NC01WQ","9/16/82","2:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","1.5","mg/l","Final","Actual"
"21NC01WQ","10/14/83","3:45:00","21NC01WQ-J1269000",NA,NA,"Ammonia-nitrogen as N","Total","0.18","mg/l","Final","Actual"
"21NC01WQ","8/5/83","10:30:00","21NC01WQ-J1269000",NA,NA,"Ammonia-nitrogen as N","Total","0.2","mg/l","Final","Actual"
"21NC01WQ","10/14/83","9:45:00","21NC01WQ-J1269000",NA,NA,"Ammonia-nitrogen as N","Total","0.18","mg/l","Final","Actual"
"21NC01WQ","10/24/83","9:45:00","21NC01WQ-J1269000",NA,NA,"Ammonia-nitrogen as N","Total","0.08","mg/l","Final","Actual"
"21NC01WQ","8/6/81","14:15:00","21NC01WQ-J1269000",NA,NA,"Ammonia-nitrogen as N","Total","0.34","mg/l","Final","Actual"
"21NC01WQ","8/6/81","15:30:00","21NC01WQ-J1269000",NA,NA,"Ammonia-nitrogen as N","Total","0.54","mg/l","Final","Actual"
"21NC01WQ","11/1/83","9:45:00","21NC01WQ-J1269000",NA,NA,"Ammonia-nitrogen as N","Total","0.02","mg/l","Final","Actual"
"21NC01WQ","8/6/81","13:00:00","21NC01WQ-J1269000",NA,NA,"Ammonia-nitrogen as N","Total","0.42","mg/l","Final","Actual"
"21NC01WQ","8/6/81","13:15:00","21NC01WQ-J1269000",NA,NA,"Ammonia-nitrogen as N","Total","0.47","mg/l","Final","Actual"
"21NC01WQ","8/11/81","17:45:00","21NC01WQ-J1269000",NA,NA,"Ammonia-nitrogen as N","Total","0.31","mg/l","Final","Actual"
"21NC01WQ","8/11/81","19:30:00","21NC01WQ-J1269000",NA,NA,"Ammonia-nitrogen as N","Total","0.56","mg/l","Final","Actual"
"21NC01WQ","8/11/81","19:45:00","21NC01WQ-J1269000",NA,NA,"Ammonia-nitrogen as N","Total","0.39","mg/l","Final","Actual"
"21NC01WQ","4/5/82","10:10:00","21NC01WQ-J1269000",NA,NA,"Ammonia-nitrogen as N","Total","0","mg/l","Final","Actual"
"21NC01WQ","12/22/82","10:15:00","21NC01WQ-J1269000",NA,NA,"Ammonia-nitrogen as N","Total","0.08","mg/l","Final","Actual"
"21NC01WQ","4/5/83","11:04:00","21NC01WQ-J1269000",NA,NA,"Ammonia-nitrogen as N","Total","0.15","mg/l","Final","Actual"
"21NC01WQ","1/3/83","10:00:00","21NC01WQ-J1269000",NA,NA,"Ammonia-nitrogen as N","Total","0.05","mg/l","Final","Actual"
"21NC01WQ","7/25/83","10:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.31","mg/l","Final","Actual"
"21NC01WQ","2/25/83","10:45:00","21NC01WQ-J1269000",NA,NA,"Ammonia-nitrogen as N","Total","0.09","mg/l","Final","Actual"
"21NC01WQ","2/2/83","11:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","1.1","mg/l","Final","Actual"
"21NC01WQ","11/2/82","9:30:00","21NC01WQ-J1269000",NA,NA,"Ammonia-nitrogen as N","Total","0.12","mg/l","Final","Actual"
"21NC01WQ","12/2/81","11:15:00","21NC01WQ-J1269000",NA,NA,"Ammonia-nitrogen as N","Total","0.26","mg/l","Final","Actual"
"21NC01WQ","12/14/81","20:00:00","21NC01WQ-J1269000",NA,NA,"Ammonia-nitrogen as N","Total","0.88","mg/l","Final","Actual"
"21NC01WQ","12/14/81","23:30:00","21NC01WQ-J1269000",NA,NA,"Ammonia-nitrogen as N","Total","0.72","mg/l","Final","Actual"
"21NC01WQ","12/15/81","4:30:00","21NC01WQ-J1269000",NA,NA,"Ammonia-nitrogen as N","Total","0.61","mg/l","Final","Actual"
"21NC01WQ","6/1/83","9:00:00","21NC01WQ-J1269000",NA,NA,"Ammonia-nitrogen as N","Total","0.47","mg/l","Final","Actual"
"21NC01WQ","2/25/83","10:45:00","21NC01WQ-J1269000",NA,NA,"Kjeldahl nitrogen","Total","0.4","mg/l","Final","Actual"
"21NC01WQ","10/24/83","9:45:00","21NC01WQ-J1269000",NA,NA,"Kjeldahl nitrogen","Total","0.6","mg/l","Final","Actual"
"21NC01WQ","10/14/83","9:45:00","21NC01WQ-J1269000",NA,NA,"Kjeldahl nitrogen","Total","0.7","mg/l","Final","Actual"
"21NC01WQ","10/14/83","3:45:00","21NC01WQ-J1269000",NA,NA,"Kjeldahl nitrogen","Total","0.6","mg/l","Final","Actual"
"21NC01WQ","8/6/81","13:00:00","21NC01WQ-J1269000",NA,NA,"Kjeldahl nitrogen","Total","4.1","mg/l","Final","Actual"
"21NC01WQ","8/6/81","13:45:00","21NC01WQ-J1269000",NA,NA,"Kjeldahl nitrogen","Total","2.7","mg/l","Final","Actual"
"21NC01WQ","8/11/81","19:15:00","21NC01WQ-J1269000",NA,NA,"Kjeldahl nitrogen","Total","1.6","mg/l","Final","Actual"
"21NC01WQ","4/5/82","10:10:00","21NC01WQ-J1269000",NA,NA,"Kjeldahl nitrogen","Total","0.5","mg/l","Final","Actual"
"21NC01WQ","12/22/82","10:15:00","21NC01WQ-J1269000",NA,NA,"Kjeldahl nitrogen","Total","0.4","mg/l","Final","Actual"
"21NC01WQ","1/3/83","10:00:00","21NC01WQ-J1269000",NA,NA,"Kjeldahl nitrogen","Total","0.5","mg/l","Final","Actual"
"21NC01WQ","12/14/81","23:30:00","21NC01WQ-J1269000",NA,NA,"Kjeldahl nitrogen","Total","2","mg/l","Final","Actual"
"21NC01WQ","12/1/81","12:45:00","21NC01WQ-J1269000",NA,NA,"Kjeldahl nitrogen","Total","0.8","mg/l","Final","Actual"
"21NC01WQ","12/14/81","19:30:00","21NC01WQ-J1269000",NA,NA,"Kjeldahl nitrogen","Total","2.5","mg/l","Final","Actual"
"21NC01WQ","12/28/81","10:45:00","21NC01WQ-J1269000",NA,NA,"Kjeldahl nitrogen","Total","0.6","mg/l","Final","Actual"
"21NC01WQ","12/15/81","4:15:00","21NC01WQ-J1269000",NA,NA,"Kjeldahl nitrogen","Total","1.3","mg/l","Final","Actual"
"21NC01WQ","12/15/81","4:45:00","21NC01WQ-J1269000",NA,NA,"Kjeldahl nitrogen","Total","1.6","mg/l","Final","Actual"
"21NC01WQ","11/25/83","0:30:00","21NC01WQ-J1269000",NA,NA,"Flow"," ","171","cfs","Final","Actual"
"21NC01WQ","11/24/83","23:45:00","21NC01WQ-J1269000",NA,NA,"Flow"," ","98","cfs","Final","Actual"
"21NC01WQ","11/20/83","17:30:00","21NC01WQ-J1269000",NA,NA,"Flow"," ","243","cfs","Final","Actual"
"21NC01WQ","11/20/83","17:15:00","21NC01WQ-J1269000",NA,NA,"Flow"," ","195","cfs","Final","Actual"
"21NC01WQ","8/11/81","19:45:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.5","mg/l","Final","Actual"
"21NC01WQ","4/5/83","11:04:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.41","mg/l","Final","Actual"
"21NC01WQ","8/5/83","10:30:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.13","mg/l","Final","Actual"
"21NC01WQ","8/6/81","13:00:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.42","mg/l","Final","Actual"
"21NC01WQ","8/6/81","13:45:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.48","mg/l","Final","Actual"
"21NC01WQ","11/2/82","9:30:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","1.1","mg/l","Final","Actual"
"21NC01WQ","8/11/81","17:45:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.32","mg/l","Final","Actual"
"21NC01WQ","6/1/83","9:00:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","1.4","mg/l","Final","Actual"
"21NC01WQ","8/11/81","19:15:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.53","mg/l","Final","Actual"
"21NC01WQ","12/28/81","10:45:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.76","mg/l","Final","Actual"
"21NC01WQ","3/25/83","17:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.74","mg/l","Final","Actual"
"21NC01WQ","10/25/81","15:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.37","mg/l","Final","Actual"
"21NC01WQ","11/28/83","9:46:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.1","mg/l","Final","Actual"
"21NC01WQ","11/28/83","9:45:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.85","mg/l","Final","Actual"
"21NC01WQ","11/1/83","9:46:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.2","mg/l","Final","Actual"
"21NC01WQ","9/21/83","19:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.29","mg/l","Final","Actual"
"21NC01WQ","6/2/82","2:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.44","mg/l","Final","Actual"
"21NC01WQ","4/22/82","10:38:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.15","mg/l","Final","Actual"
"21NC01WQ","4/26/82","10:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","1.1","mg/l","Final","Actual"
"21NC01WQ","10/27/81","10:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.42","mg/l","Final","Actual"
"21NC01WQ","11/24/83","16:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.58","mg/l","Final","Actual"
"21NC01WQ","11/24/83","23:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.53","mg/l","Final","Actual"
"21NC01WQ","11/28/83","9:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.17","mg/l","Final","Actual"
"21NC01WQ","10/27/81","5:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.51","mg/l","Final","Actual"
"21NC01WQ","4/26/82","10:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.92","mg/l","Final","Actual"
"21NC01WQ","10/27/81","6:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.76","mg/l","Final","Actual"
"21NC01WQ","11/24/81","12:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.47","mg/l","Final","Actual"
"21NC01WQ","4/26/82","11:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.67","mg/l","Final","Actual"
"21NC01WQ","11/20/83","17:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.71","mg/l","Final","Actual"
"21NC01WQ","2/19/82","9:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.19","mg/l","Final","Actual"
"21NC01WQ","2/9/82","23:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.31","mg/l","Final","Actual"
"21NC01WQ","1/31/82","19:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.23","mg/l","Final","Actual"
"21NC01WQ","2/16/82","23:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.23","mg/l","Final","Actual"
"21NC01WQ","1/21/82","11:04:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.54","mg/l","Final","Actual"
"21NC01WQ","1/8/82","11:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.37","mg/l","Final","Actual"
"21NC01WQ","2/27/82","10:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.38","mg/l","Final","Actual"
"21NC01WQ","6/9/82","0:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.45","mg/l","Final","Actual"
"21NC01WQ","2/6/83","11:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.36","mg/l","Final","Actual"
"21NC01WQ","2/2/83","10:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.94","mg/l","Final","Actual"
"21NC01WQ","2/6/83","10:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.15","mg/l","Final","Actual"
"21NC01WQ","8/6/81","13:15:00","21NC01WQ-J1269000",NA,NA,"Kjeldahl nitrogen","Total","4.3","mg/l","Final","Actual"
"21NC01WQ","11/1/83","9:45:00","21NC01WQ-J1269000",NA,NA,"Kjeldahl nitrogen","Total","0.8","mg/l","Final","Actual"
"21NC01WQ","8/6/81","15:30:00","21NC01WQ-J1269000",NA,NA,"Kjeldahl nitrogen","Total","1.8","mg/l","Final","Actual"
"21NC01WQ","8/6/81","14:15:00","21NC01WQ-J1269000",NA,NA,"Kjeldahl nitrogen","Total","1.6","mg/l","Final","Actual"
"21NC01WQ","10/24/83","9:46:00","21NC01WQ-J1269000",NA,NA,"Kjeldahl nitrogen","Total","0.6","mg/l","Final","Actual"
"21NC01WQ","8/11/81","17:45:00","21NC01WQ-J1269000",NA,NA,"Kjeldahl nitrogen","Total","1.6","mg/l","Final","Actual"
"21NC01WQ","3/7/82","10:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.97","mg/l","Final","Actual"
"21NC01WQ","10/27/81","10:45:00","21NC01WQ-J1269000",NA,NA,"Ammonia-nitrogen as N","Total","0.21","mg/l","Final","Actual"
"21NC01WQ","7/14/82","17:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.4","mg/l","Final","Actual"
"21NC01WQ","5/4/82","9:50:00","21NC01WQ-J1269000",NA,NA,"Ammonia-nitrogen as N","Total","0","mg/l","Final","Actual"
"21NC01WQ","11/28/83","9:46:00","21NC01WQ-J1269000",NA,NA,"Kjeldahl nitrogen","Total","0.5","mg/l","Final","Actual"
"21NC01WQ","10/27/81","10:45:00","21NC01WQ-J1269000",NA,NA,"Kjeldahl nitrogen","Total","1.2","mg/l","Final","Actual"
"21NC01WQ","10/27/81","10:50:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.56","mg/l","Final","Actual"
"21NC01WQ","11/10/83","3:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.65","mg/l","Final","Actual"
"21NC01WQ","11/21/83","10:00:00","21NC01WQ-J1269000",NA,NA,"Kjeldahl nitrogen","Total","1.6","mg/l","Final","Actual"
"21NC01WQ","11/21/83","10:01:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.74","mg/l","Final","Actual"
"21NC01WQ","4/14/82","10:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.15","mg/l","Final","Actual"
"21NC01WQ","6/10/82","10:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.73","mg/l","Final","Actual"
"21NC01WQ","11/24/83","14:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.36","mg/l","Final","Actual"
"21NC01WQ","4/14/83","11:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","1.5","mg/l","Final","Actual"
"21NC01WQ","7/1/82","9:00:00","21NC01WQ-J1269000",NA,NA,"Kjeldahl nitrogen","Total","1","mg/l","Final","Actual"
"21NC01WQ","3/16/82","13:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.12","mg/l","Final","Actual"
"21NC01WQ","3/6/82","10:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.33","mg/l","Final","Actual"
"21NC01WQ","2/9/82","20:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.45","mg/l","Final","Actual"
"21NC01WQ","2/17/82","14:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.42","mg/l","Final","Actual"
"21NC01WQ","10/27/81","10:45:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.5","mg/l","Final","Actual"
"21NC01WQ","11/20/83","17:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","1.1","mg/l","Final","Actual"
"21NC01WQ","2/17/82","7:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.2","mg/l","Final","Actual"
"21NC01WQ","11/20/83","16:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.38","mg/l","Final","Actual"
"21NC01WQ","1/16/82","8:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.33","mg/l","Final","Actual"
"21NC01WQ","8/26/83","10:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.23","mg/l","Final","Actual"
"21NC01WQ","11/28/83","9:45:00","21NC01WQ-J1269000",NA,NA,"Flow"," ","6","cfs","Final","Actual"
"21NC01WQ","1/25/82","12:00:00","21NC01WQ-J1269000",NA,NA,"Kjeldahl nitrogen","Total","2.4","mg/l","Final","Actual"
"21NC01WQ","3/25/83","17:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.66","mg/l","Final","Actual"
"21NC01WQ","8/24/83","6:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.26","mg/l","Final","Actual"
"21NC01WQ","11/1/83","9:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.24","mg/l","Final","Actual"
"21NC01WQ","8/6/81","13:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","1.8","mg/l","Final","Actual"
"21NC01WQ","1/25/82","12:00:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.63","mg/l","Final","Actual"
"21NC01WQ","1/16/82","12:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.31","mg/l","Final","Actual"
"21NC01WQ","8/23/83","23:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.82","mg/l","Final","Actual"
"21NC01WQ","8/6/81","13:30:00","21NC01WQ-J1269000",NA,NA,"Kjeldahl nitrogen","Total","3.2","mg/l","Final","Actual"
"21NC01WQ","3/20/82","22:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.71","mg/l","Final","Actual"
"21NC01WQ","3/20/82","22:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.75","mg/l","Final","Actual"
"21NC01WQ","3/20/82","22:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.74","mg/l","Final","Actual"
"21NC01WQ","10/24/83","9:46:00","21NC01WQ-J1269000",NA,NA,"Ammonia-nitrogen as N","Total","0.08","mg/l","Final","Actual"
"21NC01WQ","8/11/81","19:15:00","21NC01WQ-J1269000",NA,NA,"Ammonia-nitrogen as N","Total","0.62","mg/l","Final","Actual"
"21NC01WQ","8/11/81","19:30:00","21NC01WQ-J1269000",NA,NA,"Kjeldahl nitrogen","Total","1","mg/l","Final","Actual"
"21NC01WQ","11/4/82","19:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.72","mg/l","Final","Actual"
"21NC01WQ","5/26/83","20:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.74","mg/l","Final","Actual"
"21NC01WQ","5/26/83","20:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.48","mg/l","Final","Actual"
"21NC01WQ","6/1/83","9:00:00","21NC01WQ-J1269000",NA,NA,"Kjeldahl nitrogen","Total","0.9","mg/l","Final","Actual"
"21NC01WQ","4/22/83","10:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.14","mg/l","Final","Actual"
"21NC01WQ","6/29/82","14:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.42","mg/l","Final","Actual"
"21NC01WQ","5/2/83","10:45:00","21NC01WQ-J1269000",NA,NA,"Ammonia-nitrogen as N","Total","0.02","mg/l","Final","Actual"
"21NC01WQ","9/14/82","10:00:00","21NC01WQ-J1269000",NA,NA,"Ammonia-nitrogen as N","Total","0.08","mg/l","Final","Actual"
"21NC01WQ","12/1/81","12:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.34","mg/l","Final","Actual"
"21NC01WQ","2/28/83","23:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.28","mg/l","Final","Actual"
"21NC01WQ","12/15/81","4:45:00","21NC01WQ-J1269000",NA,NA,"Ammonia-nitrogen as N","Total","0.49","mg/l","Final","Actual"
"21NC01WQ","12/2/81","11:15:00","21NC01WQ-J1269000",NA,NA,"Kjeldahl nitrogen","Total","0.7","mg/l","Final","Actual"
"21NC01WQ","12/14/81","20:00:00","21NC01WQ-J1269000",NA,NA,"Kjeldahl nitrogen","Total","3.1","mg/l","Final","Actual"
"21NC01WQ","1/22/83","13:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.37","mg/l","Final","Actual"
"21NC01WQ","6/16/82","16:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","1.4","mg/l","Final","Actual"
"21NC01WQ","6/10/82","12:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.9","mg/l","Final","Actual"
"21NC01WQ","7/6/82","9:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.13","mg/l","Final","Actual"
"21NC01WQ","8/15/83","10:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.23","mg/l","Final","Actual"
"21NC01WQ","12/14/81","19:30:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","1.1","mg/l","Final","Actual"
"21NC01WQ","9/26/82","9:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.56","mg/l","Final","Actual"
"21NC01WQ","11/2/82","9:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.18","mg/l","Final","Actual"
"21NC01WQ","5/20/83","8:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.77","mg/l","Final","Actual"
"21NC01WQ","7/14/82","9:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.13","mg/l","Final","Actual"
"21NC01WQ","12/21/81","9:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.14","mg/l","Final","Actual"
"21NC01WQ","5/9/83","10:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.16","mg/l","Final","Actual"
"21NC01WQ","4/14/83","16:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.76","mg/l","Final","Actual"
"21NC01WQ","12/15/81","4:15:00","21NC01WQ-J1269000",NA,NA,"Ammonia-nitrogen as N","Total","0.67","mg/l","Final","Actual"
"21NC01WQ","12/14/81","23:45:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.78","mg/l","Final","Actual"
"21NC01WQ","10/14/82","9:15:00","21NC01WQ-J1269000",NA,NA,"Ammonia-nitrogen as N","Total","0.09","mg/l","Final","Actual"
"21NC01WQ","10/14/82","9:15:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","1.4","mg/l","Final","Actual"
"21NC01WQ","4/26/82","9:20:00","21NC01WQ-J1269000",NA,NA,"Kjeldahl nitrogen","Total","0.8","mg/l","Final","Actual"
"21NC01WQ","7/28/82","21:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.22","mg/l","Final","Actual"
"21NC01WQ","7/28/82","22:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","1.1","mg/l","Final","Actual"
"21NC01WQ","8/2/82","10:30:00","21NC01WQ-J1269000",NA,NA,"Ammonia-nitrogen as N","Total","0.14","mg/l","Final","Actual"
"21NC01WQ","7/23/82","16:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","1.6","mg/l","Final","Actual"
"21NC01WQ","3/5/82","10:50:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.13","mg/l","Final","Actual"
"21NC01WQ","5/18/82","13:01:00","21NC01WQ-J1269000",NA,NA,"Ammonia-nitrogen as N","Total","0.15","mg/l","Final","Actual"
"21NC01WQ","2/14/83","10:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.41","mg/l","Final","Actual"
"21NC01WQ","3/1/83","5:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.34","mg/l","Final","Actual"
"21NC01WQ","1/3/83","10:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.18","mg/l","Final","Actual"
"21NC01WQ","1/5/83","7:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.15","mg/l","Final","Actual"
"21NC01WQ","2/23/83","0:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.12","mg/l","Final","Actual"
"21NC01WQ","10/2/83","20:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.32","mg/l","Final","Actual"
"21NC01WQ","2/1/83","9:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.13","mg/l","Final","Actual"
"21NC01WQ","2/2/83","10:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.37","mg/l","Final","Actual"
"21NC01WQ","2/28/83","23:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.33","mg/l","Final","Actual"
"21NC01WQ","7/15/82","0:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.17","mg/l","Final","Actual"
"21NC01WQ","8/1/83","18:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","1.4","mg/l","Final","Actual"
