"agency","site_no","Date","HydrologicEvent","SampleFraction","Units","Nitrate","Nitrogen","Phosphorus","Temperature","month","agency_cd.x","site_no.x","Discharge.G","D.Approval.Code.G","Gage.Height.G","GH.Approval.Code.G","agency_cd.y","site_no.y","Discharge.C","D.Approval.Code.C","Gage.Height.C","GH.Approval.Code.C"
NA,NA,2018-05-26,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",29.8,"A",1.69,"A","USGS","0208675010",6.89,"A",0.49,"A"
NA,NA,2018-05-27,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",48.3,"A",1.84,"A","USGS","0208675010",4.45,"A",0.5,"A"
NA,NA,2018-05-28,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",28.3,"A",1.68,"A","USGS","0208675010",4.19,"A",0.48,"A"
NA,NA,2018-05-29,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",186,"A",2.78,"A","USGS","0208675010",33.7,"A",0.81,"A"
NA,NA,2018-05-30,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",75.1,"A",2.04,"A","USGS","0208675010",13.4,"A",0.58,"A"
NA,NA,2018-05-31,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",87.5,"A",2.11,"A","USGS","0208675010",8.87,"A",0.58,"A"
NA,NA,2018-06-01,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",32.8,"A",1.74,"A","USGS","0208675010",2.71,"A",0.46,"A"
NA,NA,2018-06-02,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",38.3,"A",1.77,"A","USGS","0208675010",4.82,"A",0.5,"A"
NA,NA,2018-06-03,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",31.9,"A",1.73,"A","USGS","0208675010",2.45,"A",0.45,"A"
NA,NA,2018-06-05,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",20.5,"A",1.62,"A","USGS","0208675010",1.23,"A",0.4,"A"
NA,NA,2018-06-06,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",20.3,"A",1.61,"A","USGS","0208675010",2.28,"A",0.43,"A"
NA,NA,2018-06-07,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",26.9,"A",1.68,"A","USGS","0208675010",2.09,"A",0.44,"A"
NA,NA,2018-06-08,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",21.7,"A",1.63,"A","USGS","0208675010",1.16,"A",0.4,"A"
NA,NA,2018-06-09,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",19.4,"A",1.61,"A","USGS","0208675010",1,"A",0.39,"A"
NA,NA,2018-06-10,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",17.3,"A",1.58,"A","USGS","0208675010",8.41,"A",0.44,"A"
NA,NA,2018-06-11,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",203,"A",2.76,"A","USGS","0208675010",39.6,"A",0.79,"A"
NA,NA,2018-06-12,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",44.4,"A",1.82,"A","USGS","0208675010",3.49,"A",0.48,"A"
NA,NA,2018-06-13,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",24.4,"A",1.66,"A","USGS","0208675010",1.78,"A",0.43,"A"
NA,NA,2018-06-14,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",20.8,"A",1.62,"A","USGS","0208675010",1.32,"A",0.41,"A"
NA,NA,2018-06-15,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",19.1,"A",1.6,"A","USGS","0208675010",1.1,"A",0.4,"A"
NA,NA,2018-06-16,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",17.6,"A",1.58,"A","USGS","0208675010",0.91,"A",0.38,"A"
NA,NA,2018-06-17,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",15.5,"A",1.56,"A","USGS","0208675010",0.83,"A",0.38,"A"
NA,NA,2018-06-18,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.7,"A",1.55,"A","USGS","0208675010",0.71,"A",0.37,"A"
NA,NA,2018-06-19,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13.6,"A",1.53,"A","USGS","0208675010",0.76,"A",0.37,"A"
NA,NA,2018-06-20,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",15.3,"A",1.55,"A","USGS","0208675010",0.6,"A",0.36,"A"
NA,NA,2018-06-21,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.8,"A",1.55,"A","USGS","0208675010",0.45,"A",0.35,"A"
NA,NA,2018-06-22,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.2,"A",1.54,"A","USGS","0208675010",0.36,"A",0.34,"A"
NA,NA,2018-06-23,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13.7,"A",1.53,"A","USGS","0208675010",0.26,"A",0.33,"A"
NA,NA,2018-06-24,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.9,"A",1.55,"A","USGS","0208675010",0.33,"A",0.33,"A"
NA,NA,2018-06-25,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",16.2,"A",1.56,"A","USGS","0208675010",0.55,"A",0.35,"A"
NA,NA,2018-06-26,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",102,"A",2.17,"A","USGS","0208675010",24.8,"A",0.63,"A"
NA,NA,2018-06-28,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",18.7,"A",1.6,"A","USGS","0208675010",1.06,"A",0.39,"A"
NA,NA,2018-06-29,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",18.7,"A",1.6,"A","USGS","0208675010",0.59,"A",0.36,"A"
NA,NA,2018-06-30,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",19.7,"A",1.61,"A","USGS","0208675010",0.48,"A",0.35,"A"
NA,NA,2018-07-01,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",17.3,"A",1.58,"A","USGS","0208675010",0.43,"A",0.34,"A"
NA,NA,2018-07-02,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",17.8,"A",1.58,"A","USGS","0208675010",0.4,"A",0.34,"A"
NA,NA,2018-07-03,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",18.1,"A",1.59,"A","USGS","0208675010",0.32,"A",0.33,"A"
NA,NA,2018-07-04,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",61.5,"A",1.91,"A","USGS","0208675010",20.6,"A",0.49,"A"
NA,NA,2018-07-05,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",59.9,"A",1.91,"A","USGS","0208675010",9.48,"A",0.56,"A"
NA,NA,2018-07-06,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",41.7,"A",1.8,"A","USGS","0208675010",4.04,"A",0.49,"A"
NA,NA,2018-07-07,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",31.7,"A",1.73,"A","USGS","0208675010",3.09,"A",0.48,"A"
NA,NA,2018-07-08,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",21.6,"A",1.63,"A","USGS","0208675010",0.92,"A",0.39,"A"
NA,NA,2018-07-09,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",19.7,"A",1.61,"A","USGS","0208675010",0.57,"A",0.36,"A"
NA,NA,2018-07-10,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",19.6,"A",1.61,"A","USGS","0208675010",0.47,"A",0.35,"A"
NA,NA,2018-07-11,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",20.6,"A",1.62,"A","USGS","0208675010",0.39,"A",0.34,"A"
NA,NA,2018-07-12,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",19,"A",1.6,"A","USGS","0208675010",0.4,"A",0.34,"A"
NA,NA,2018-07-13,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",21,"A",1.62,"A","USGS","0208675010",0.35,"A",0.33,"A"
NA,NA,2018-07-14,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",20.3,"A",1.62,"A","USGS","0208675010",0.29,"A",0.33,"A"
NA,NA,2018-07-15,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",20.8,"A",1.62,"A","USGS","0208675010",0.26,"A",0.32,"A"
NA,NA,2018-07-16,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",18.9,"A",1.6,"A","USGS","0208675010",0.31,"A",0.32,"A"
NA,NA,2018-07-17,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",22.3,"A",1.64,"A","USGS","0208675010",0.41,"A",0.34,"A"
NA,NA,2018-07-18,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",20.9,"A",1.62,"A","USGS","0208675010",0.28,"A",0.32,"A"
NA,NA,2018-07-19,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",18.6,"A",1.58,"A","USGS","0208675010",0.27,"A",0.32,"A"
NA,NA,2018-07-20,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",21.5,"A",1.63,"A","USGS","0208675010",0.24,"A",0.32,"A"
NA,NA,2018-07-21,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",20,"A",1.61,"A","USGS","0208675010",0.27,"A",0.32,"A"
NA,NA,2018-07-22,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",44.6,"A",1.8,"A","USGS","0208675010",6.5,"A",0.51,"A"
NA,NA,2018-07-23,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",51.1,"A",1.86,"A","USGS","0208675010",7.92,"A",0.54,"A"
NA,NA,2018-07-24,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",31.4,"A",1.73,"A","USGS","0208675010",2.31,"A",0.44,"A"
NA,NA,2018-07-25,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",50.6,"A",1.84,"A","USGS","0208675010",0.83,"A",0.38,"A"
NA,NA,2018-07-27,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",22.6,"A",1.64,"A","USGS","0208675010",0.34,"A",0.33,"A"
NA,NA,2018-07-28,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",20.7,"A",1.62,"A","USGS","0208675010",0.29,"A",0.33,"A"
NA,NA,2018-07-29,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",106,"A",2.16,"A","USGS","0208675010",50.6,"A",0.63,"A"
NA,NA,2018-07-30,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",108,"A",2.23,"A","USGS","0208675010",19,"A",0.67,"A"
NA,NA,2018-07-31,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",45.9,"A",1.81,"A","USGS","0208675010",5.77,"A",0.52,"A"
NA,NA,2018-08-01,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",34.2,"A",1.74,"A","USGS","0208675010",3.38,"A",0.48,"A"
NA,NA,2018-08-02,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",303,"A",3.07,"A","USGS","0208675010",87.6,"A",0.94,"A"
NA,NA,2018-08-03,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",212,"A",2.94,"A","USGS","0208675010",35.2,"A",0.79,"A"
NA,NA,2018-08-04,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",86.6,"A",2.09,"A","USGS","0208675010",6.37,"A",0.54,"A"
NA,NA,2018-08-05,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",35.9,"A",1.76,"A","USGS","0208675010",1.41,"A",0.41,"A"
NA,NA,2018-08-06,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",26.9,"A",1.69,"A","USGS","0208675010",0.88,"A",0.38,"A"
NA,NA,2018-08-07,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",25,"A",1.66,"A","USGS","0208675010",1.8,"A",0.39,"A"
NA,NA,2018-08-08,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",72.6,"A",2.02,"A","USGS","0208675010",14,"A",0.59,"A"
NA,NA,2018-08-09,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",49.8,"A",1.86,"A","USGS","0208675010",4.35,"A",0.49,"A"
NA,NA,2018-08-10,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",27.1,"A",1.69,"A","USGS","0208675010",0.89,"A",0.38,"A"
NA,NA,2018-08-11,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",24.2,"A",1.66,"A","USGS","0208675010",0.88,"A",0.38,"A"
NA,NA,2018-08-12,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",28.8,"A",1.69,"A","USGS","0208675010",1.4,"A",0.4,"A"
NA,NA,2018-08-13,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",79.6,"A",2.05,"A","USGS","0208675010",8.84,"A",0.55,"A"
NA,NA,2018-08-14,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",32.4,"A",1.74,"A","USGS","0208675010",1.33,"A",0.41,"A"
NA,NA,2018-08-15,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",24.9,"A",1.66,"A","USGS","0208675010",0.59,"A",0.36,"A"
NA,NA,2018-08-17,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",21.5,"A",1.63,"A","USGS","0208675010",0.43,"A",0.34,"A"
NA,NA,2018-08-18,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",23.4,"A",1.65,"A","USGS","0208675010",2.41,"A",0.39,"A"
NA,NA,2018-08-19,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",42.5,"A",1.81,"A","USGS","0208675010",14.4,"A",0.54,"A"
NA,NA,2018-08-20,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",214,"A",2.88,"A","USGS","0208675010",38.9,"A",0.71,"A"
NA,NA,2018-08-21,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",23.1,"A",1.78,"A","USGS","0208675010",1.34,"A",0.41,"A"
NA,NA,2018-08-22,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",16.3,"A",1.71,"A","USGS","0208675010",0.71,"A",0.37,"A"
NA,NA,2018-08-23,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13.6,"A",1.67,"A","USGS","0208675010",0.58,"A",0.36,"A"
NA,NA,2018-08-24,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",11.7,"A",1.64,"A","USGS","0208675010",0.46,"A",0.35,"A"
NA,NA,2018-08-25,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",12.3,"A",1.65,"A","USGS","0208675010",0.47,"A",0.35,"A"
NA,NA,2018-08-26,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",10.9,"A",1.62,"A","USGS","0208675010",0.4,"A",0.34,"A"
NA,NA,2018-08-27,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",55,"A",1.92,"A","USGS","0208675010",1.79,"A",0.38,"A"
NA,NA,2018-08-28,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",20.4,"A",1.74,"A","USGS","0208675010",0.44,"A",0.34,"A"
NA,NA,2018-08-29,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",11.2,"A",1.63,"A","USGS","0208675010",0.35,"A",0.33,"A"
NA,NA,2018-08-30,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",11.2,"A",1.63,"A","USGS","0208675010",0.52,"A",0.35,"A"
NA,NA,2018-08-31,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",21.7,"A",1.75,"A","USGS","0208675010",2.43,"A",0.45,"A"
NA,NA,2018-09-01,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",15.1,"A",1.69,"A","USGS","0208675010",1.59,"A",0.42,"A"
NA,NA,2018-09-02,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.5,"A",1.68,"A","USGS","0208675010",1.33,"A",0.41,"A"
NA,NA,2018-09-03,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",11.5,"A",1.63,"A","USGS","0208675010",1.03,"A",0.39,"A"
NA,NA,2018-09-04,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",9.27,"A",1.57,"A","USGS","0208675010",1.17,"A",0.4,"A"
NA,NA,2018-09-05,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",9.93,"A",1.6,"A","USGS","0208675010",0.94,"A",0.38,"A"
NA,NA,2018-09-06,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",11.7,"A",1.64,"A","USGS","0208675010",1,"A",0.39,"A"
NA,NA,2018-09-07,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",12.8,"A",1.66,"A","USGS","0208675010",0.33,"A",0.33,"A"
NA,NA,2018-09-08,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",30.9,"A",1.77,"A","USGS","0208675010",0.36,"A",0.33,"A"
NA,NA,2018-09-09,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",25.1,"A",1.78,"A","USGS","0208675010",4.66,"A",0.48,"A"
NA,NA,2018-09-10,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13.3,"A",1.65,"A","USGS","0208675010",11.6,"A",0.45,"A"
NA,NA,2018-09-11,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",58.8,"A",1.99,"A","USGS","0208675010",11.4,"A",0.58,"A"
NA,NA,2018-09-12,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",17,"A",1.7,"A","USGS","0208675010",2.19,"A",0.44,"A"
NA,NA,2018-09-13,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14,"A",1.67,"A","USGS","0208675010",1.41,"A",0.41,"A"
NA,NA,2018-09-14,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",105,"A",2.3,"A","USGS","0208675010",11.9,"A",0.58,"A"
NA,NA,2018-09-15,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",201,"A",2.88,"A","USGS","0208675010",34.8,"A",0.8,"A"
NA,NA,2018-09-16,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",195,"A",2.81,"A","USGS","0208675010",64.1,"A",0.93,"A"
NA,NA,2018-09-17,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",1740,"A e",8.9,"A e","USGS","0208675010",781,"A e",3.75,"A"
NA,NA,2018-09-18,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",93.5,"A e",5.3,"A e","USGS","0208675010",83.2,"A e",0.49,"A"
NA,NA,2018-09-19,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",32.6,"A e",5.6,"A e","USGS","0208675010",4.2,"A e",0.37,"A"
NA,NA,2018-09-20,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",32.7,"A e",5.7,"A e","USGS","0208675010",2.08,"A e",0.32,"A"
NA,NA,2018-09-21,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",33,"A e",5.75,"A e","USGS","0208675010",1.62,"A e",0.29,"A"
NA,NA,2018-09-22,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",33.4,"A e",5.76,"A e","USGS","0208675010",1.25,"A e",0.28,"A"
NA,NA,2018-09-23,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",33.7,"A e",5.76,"A e","USGS","0208675010",1.13,"A e",0.27,"A"
NA,NA,2018-09-24,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",33.6,"A e",5.75,"A e","USGS","0208675010",1.13,"A e",0.27,"A"
NA,NA,2018-09-25,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",33.2,"A e",5.75,"A e","USGS","0208675010",1.16,"A e",0.28,"A"
NA,NA,2018-09-26,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",32.6,"A e",5.69,"A e","USGS","0208675010",1.07,"A e",0.27,"A"
NA,NA,2018-09-27,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",32.4,"A e",5.56,"A e","USGS","0208675010",9.99,"A e",0.53,"A"
NA,NA,2018-09-28,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",32.3,"A e",5.25,"A e","USGS","0208675010",7.39,"A",0.54,"A"
NA,NA,2018-09-29,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",31.9,"A e",4.76,"A e","USGS","0208675010",1.34,"A",0.41,"A"
NA,NA,2018-09-30,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",31.7,"A e",4.16,"A e","USGS","0208675010",0.96,"A",0.39,"A"
NA,NA,2018-10-01,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",31.6,"A e",3.48,"A e","USGS","0208675010",0.82,"A",0.38,"A"
NA,NA,2018-10-02,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",29.4,"A e",2.79,"A e","USGS","0208675010",0.96,"A",0.39,"A"
NA,NA,2018-10-03,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",24.6,"A e",2.2,"A e","USGS","0208675010",1.08,"A",0.4,"A"
NA,NA,2018-10-04,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",20.1,"A e",1.79,"A e","USGS","0208675010",1.09,"A",0.4,"A"
NA,NA,2018-10-05,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13.4,"A",1.66,"A","USGS","0208675010",1.09,"A",0.4,"A"
NA,NA,2018-10-06,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",12,"A",1.64,"A","USGS","0208675010",1.13,"A",0.4,"A"
NA,NA,2018-10-07,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",11.7,"A",1.64,"A","USGS","0208675010",1.06,"A",0.4,"A"
NA,NA,2018-10-08,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13.3,"A",1.65,"A","USGS","0208675010",1.08,"A",0.4,"A"
NA,NA,2018-10-09,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",9.59,"A",1.59,"A","USGS","0208675010",1.16,"A",0.4,"A"
NA,NA,2018-10-10,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",9.96,"A",1.6,"A","USGS","0208675010",1.3,"A",0.41,"A"
NA,NA,2018-10-11,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",572,"A",4.21,"A","USGS","0208675010",139,"A",1.24,"A"
NA,NA,2018-10-12,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",135,"A",2.47,"A","USGS","0208675010",13.1,"A",0.62,"A"
NA,NA,2018-10-13,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",35.7,"A",1.88,"A","USGS","0208675010",3.02,"A",0.48,"A"
NA,NA,2018-10-14,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",23.5,"A",1.79,"A","USGS","0208675010",1.97,"A",0.44,"A"
NA,NA,2018-10-15,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",19.3,"A",1.75,"A","USGS","0208675010",1.61,"A",0.43,"A"
NA,NA,2018-10-16,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",16.4,"A",1.71,"A","USGS","0208675010",1.51,"A",0.42,"A"
NA,NA,2018-10-17,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",15,"A",1.69,"A","USGS","0208675010",1.38,"A",0.41,"A"
NA,NA,2018-10-18,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13.5,"A",1.67,"A","USGS","0208675010",1.29,"A",0.41,"A"
NA,NA,2018-10-19,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",12,"A",1.64,"A","USGS","0208675010",1.21,"A",0.4,"A"
NA,NA,2018-10-20,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.9,"A",1.68,"A","USGS","0208675010",1.84,"A",0.43,"A"
NA,NA,2018-10-21,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.2,"A",1.68,"A","USGS","0208675010",1.54,"A",0.42,"A"
NA,NA,2018-10-22,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",12.6,"A",1.65,"A","USGS","0208675010",1.29,"A",0.41,"A"
NA,NA,2018-10-23,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",12.7,"A",1.66,"A","USGS","0208675010",1.16,"A",0.4,"A"
NA,NA,2018-10-24,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13.5,"A",1.67,"A","USGS","0208675010",1.12,"A",0.4,"A"
NA,NA,2018-10-26,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",369,"A",3.56,"A","USGS","0208675010",146,"A",1.21,"A"
NA,NA,2018-10-27,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",192,"A",2.81,"A","USGS","0208675010",24.3,"A",0.72,"A"
NA,NA,2018-10-28,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",61.7,"A",1.99,"A","USGS","0208675010",3.29,"A",0.51,"A"
NA,NA,2018-10-29,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",33.6,"A",1.8,"A","USGS","0208675010",1.9,"A",0.47,"A"
NA,NA,2018-10-30,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",25.8,"A",1.7,"A","USGS","0208675010",1.41,"A",0.45,"A"
NA,NA,2018-10-31,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",22.6,"A",1.63,"A","USGS","0208675010",1.31,"A",0.43,"A"
NA,NA,2018-11-01,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",28.1,"A",1.66,"A","USGS","0208675010",2.86,"A",0.46,"A"
NA,NA,2018-11-02,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",53.5,"A",1.87,"A","USGS","0208675010",3.23,"A",0.49,"A"
NA,NA,2018-11-03,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",48.8,"A",1.84,"A","USGS","0208675010",2.87,"A",0.48,"A"
NA,NA,2018-11-04,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",29.8,"A",1.7,"A","USGS","0208675010",1.36,"A",0.42,"A"
NA,NA,2018-11-05,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",377,"A",3.65,"A","USGS","0208675010",112,"A",1.13,"A"
NA,NA,2018-11-06,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",79.6,"A",2.04,"A","USGS","0208675010",7.53,"A",0.58,"A"
NA,NA,2018-11-07,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",51,"A",1.86,"A","USGS","0208675010",3.87,"A",0.51,"A"
NA,NA,2018-11-08,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",33.4,"A",1.73,"A","USGS","0208675010",2.23,"A",0.46,"A"
NA,NA,2018-11-09,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",60.9,"A",1.9,"A","USGS","0208675010",37.5,"A",0.69,"A"
NA,NA,2018-11-10,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",50.8,"A",1.86,"A","USGS","0208675010",5.99,"A",0.55,"A"
NA,NA,2018-11-11,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",28.3,"A",1.69,"A","USGS","0208675010",2.32,"A",0.46,"A"
